Geneid	1714__ROC_LEVO_N=3_library-read-1.fastq.gz
gene-b2947	4540
gene-b2948	2728
gene-b2949	1154
gene-b2950	399
gene-b2951	2025
gene-b2952	1735
gene-b2953	692
gene-b2954	2877
gene-b2955	1698
gene-b2956	173
gene-b2957	350
gene-b2958	3838
gene-b2959	3596
gene-b2960	4760
gene-b2961	1192
gene-b2962	566
gene-b2963	989
gene-b2964	54142
gene-b2965	776
gene-b2966	78
gene-b2967	9
gene-b2968	150
gene-b2971	26
gene-b2972	114
gene-b4466	718
gene-b2975	64
gene-b2976	1150
gene-b2977	268
gene-b4467	230
gene-b4468	36
gene-b2979	96
gene-b2980	11390
gene-b2981	1092
gene-b2982	125
gene-b2983	118
gene-b2984	10
gene-b2985	12
gene-b2986	9
gene-b2987	45
gene-b2988	5093
gene-b2989	1079
gene-b2990	369
gene-b2991	1131
gene-b2992	1844
gene-b2993	1311
gene-b2994	4519
gene-b2995	2375
gene-b2996	2806
gene-b2997	1456
gene-b2998	9
gene-b4755	11
gene-b3001	15359
gene-b3002	2655
gene-b3003	109
gene-b3005	3491
gene-b3006	3971
gene-b3008	209
gene-b3009	3421
gene-b3010	1689
gene-b3011	1386
gene-b3012	608
gene-b3013	70
gene-b3014	63
gene-b4469	1249
gene-b3017	2136
gene-b3018	1121
gene-b3019	5779
gene-b3020	1323
gene-b3021	828
gene-b3022	191
gene-b3023	162
gene-b3024	209
gene-b3025	188
gene-b3026	294
gene-b3027	76
gene-b3028	3201
gene-b3029	3019
gene-b3030	7963
gene-b3031	5249
gene-b3032	7548
gene-b3033	3011
gene-b3034	761
gene-b3035	4552
gene-b3036	949
gene-b3037	7549
gene-b3038	11645
gene-b3039	285
gene-b3040	1021
gene-b4756	329
gene-b3041	23385
gene-b3042	582
gene-b3043	57
gene-b3044	2
gene-b3045	11
gene-b3047	25
gene-b3048	194
gene-b3049	421
gene-b3050	162
gene-b3051	146
gene-b4447	95
gene-b4664	82
gene-b4611	368
gene-b4666	256
gene-b3052	4466
gene-b3053	4705
gene-b3054	2110
gene-b3055	7278
gene-b3056	4642
gene-b3057	1125
gene-b3058	1472
gene-b3059	1031
gene-b3060	252
gene-b3061	22
gene-b3062	38
gene-b3063	127
gene-b3064	1750
gene-b3065	6472
gene-b3066	3970
gene-b3067	24372
gene-b3068	509
gene-b3069	45
gene-b3070	747
gene-b3071	1317
gene-b3072	614
gene-b3073	584
gene-b3074	36
gene-b3075	371
gene-b3076	406
gene-b3077	74
gene-b3078	139
gene-b3079	25
gene-b3080	63
gene-b3081	2605
gene-b3082	186
gene-b3083	102
gene-b3084	366
gene-b3085	109
gene-b3086	18
gene-b3087	6803
gene-b3088	135
gene-b3089	2384
gene-b3090	229
gene-b3091	11680
gene-b3092	15014
gene-b3093	6554
gene-b3094	1238
gene-b3095	1550
gene-b3096	1329
gene-b3097	633
gene-b3098	729
gene-b3099	1651
gene-b3100	1134
gene-b3101	87
gene-b3102	322
gene-b3103	86
gene-b3104	56
gene-b3105	435
gene-b3106	213
gene-b3107	377
gene-b4470	1054
gene-b3110	407
gene-b4471	3100
gene-b3113	3321
gene-b3114	27040
gene-b3115	23805
gene-b3116	63518
gene-b3117	41560
gene-b3118	8914
gene-b3119	40
gene-b3120	23
gene-b3121	43
gene-b3123	1306
gene-b3124	410
gene-b3125	227
gene-b3126	389
gene-b3127	517
gene-b3128	676
gene-b3129	470
gene-b3130	988
gene-b3131	1266
gene-b3132	394
gene-b3133	186
gene-b3136	59
gene-b3137	39
gene-b3138	21
gene-b3139	20
gene-b3140	55
gene-b3141	31
gene-b3142	65
gene-b3143	19
gene-b3144	552
gene-b3145	389
gene-b3146	341
gene-b3147	3584
gene-b3148	1006
gene-b3149	3731
gene-b3150	3315
gene-b3151	225
gene-b3152	179
gene-b3153	41
gene-b3154	90
gene-b3155	715
gene-b3156	2130
gene-b3157	2717
gene-b3158	29
gene-b3159	96
gene-b3160	1478
gene-b3161	268
gene-b3162	10095
gene-b4685	749
gene-b3163	17119
gene-b3164	39139
gene-b4449	2326
gene-b3165	13761
gene-b3166	6383
gene-b3167	2811
gene-b3168	29490
gene-b3169	16338
gene-b3170	7563
gene-b3171	103
gene-b3172	614
gene-b3173	116
gene-b3174	1831
gene-b3175	5314
gene-b3176	14165
gene-b3177	3332
gene-b3178	19852
gene-b3179	4230
gene-b3180	1199
gene-b3181	2406
gene-b3182	906
gene-b3183	4314
gene-b3184	2256
gene-b3185	17225
gene-b3186	18863
gene-b3187	3990
gene-b3188	223
gene-b3189	4959
gene-b3190	1980
gene-b3191	1533
gene-b3192	3896
gene-b3193	2976
gene-b3194	1986
gene-b3195	2863
gene-b3196	1432
gene-b3197	5900
gene-b3198	6363
gene-b3199	2427
gene-b3200	2025
gene-b3201	3708
gene-b3202	12702
gene-b3203	3178
gene-b3204	2985
gene-b3205	2660
gene-b3206	695
gene-b3207	7814
gene-b3208	3413
gene-b3209	1949
gene-b4450	856
gene-b3210	5119
gene-b3211	26
gene-b3212	4397
gene-b3213	1832
gene-b3214	95
gene-b3215	27
gene-b3216	307
gene-b3218	261
gene-b3219	96
gene-b3220	1358
gene-b3221	5502
gene-b3222	18200
gene-b3223	19574
gene-b3224	54760
gene-b3225	102000
gene-b3226	977
gene-b3227	310
gene-b3228	7192
gene-b3229	14560
gene-b3230	42615
gene-b3231	29364
gene-b3232	619
gene-b3233	6566
gene-b3234	764
gene-b3235	2935
gene-b3236	102155
gene-b3237	759
gene-b3238	237
gene-b3239	86
gene-b3240	151
gene-b3241	59
gene-b3242	86
gene-b3243	313
gene-b3244	2673
gene-b4472	2633
gene-b3247	4556
gene-b3248	2322
gene-b3249	1704
gene-b3250	7162
gene-b3251	15122
gene-b3252	1110
gene-b3253	1635
gene-b3255	14829
gene-b3256	37464
gene-b3257	88
gene-b3258	1560
gene-b3259	3038
gene-b3260	4038
gene-b3261	1547
gene-b3262	127
gene-b3263	991
gene-b3264	1073
gene-b3265	34
gene-b3266	208
gene-b3267	91
gene-b3269	51
gene-b3270	64
gene-b3271	57
gene-b3272	936
gene-b3273	493
gene-b3274	405
gene-b3275	5999
gene-b3276	10
gene-b3277	7
gene-b3278	9378
gene-b3279	2245
gene-b3280	2647
gene-b3281	2877
gene-b3282	1309
gene-b3283	3893
gene-b3284	3435
gene-b4473	874
gene-b3287	3269
gene-b3288	5777
gene-b3289	3920
gene-b3290	2751
gene-b3291	1424
gene-b4550	752
gene-b3292	741
gene-b3293	1296
gene-b3294	118526
gene-b3295	264733
gene-b3296	222584
gene-b3297	114045
gene-b3298	83263
gene-b3299	21765
gene-b3300	356818
gene-b3301	63706
gene-b3302	114897
gene-b3303	140380
gene-b3304	97007
gene-b3305	70139
gene-b3306	68690
gene-b3307	38847
gene-b3308	117149
gene-b3309	150247
gene-b3310	43057
gene-b3311	198790
gene-b3312	58536
gene-b3313	189506
gene-b3314	443277
gene-b3315	243205
gene-b3316	84486
gene-b3317	134991
gene-b3318	87535
gene-b3319	94040
gene-b3320	221939
gene-b3321	86492
gene-b3322	38
gene-b3323	32
gene-b3324	24
gene-b3325	144
gene-b3326	67
gene-b3327	49
gene-b3328	0
gene-b3329	9
gene-b3330	12
gene-b3331	29
gene-b3332	107
gene-b3333	230
gene-b3334	65
gene-b3335	81
gene-b3336	296
gene-b3337	111
gene-b3338	314
gene-b3339	307539
gene-b3340	901074
gene-b3341	87358
gene-b3342	54258
gene-b3343	441
gene-b3344	812
gene-b3345	1170
gene-b3346	3684
gene-b3347	11519
gene-b3348	189
gene-b3349	9490
gene-b4551	165
gene-b3350	840
gene-b3351	116
gene-b3352	2105
gene-b3353	1460
gene-b3354	237
gene-b3355	628
gene-b3356	822
gene-b3357	16591
gene-b3358	3230
gene-b3359	399
gene-b3360	347
gene-b3361	262
gene-b3362	207
gene-b3363	1288
gene-b3364	130
gene-b3365	255
gene-b3366	25
gene-b3367	85
gene-b3368	725
gene-b3369	1
gene-b3370	65
gene-b3371	124
gene-b4474	82
gene-b3374	96
gene-b3375	221
gene-b3376	156
gene-b3377	223
gene-b3378	24
gene-b3379	101
gene-b3380	70
gene-b3381	144
gene-b3382	274
gene-b3383	343
gene-b3384	8308
gene-b3385	2592
gene-b3386	3346
gene-b3387	2088
gene-b3388	4998
gene-b3389	4666
gene-b3390	4142
gene-b3391	48
gene-b3392	23
gene-b3393	36
gene-b3394	29
gene-b3395	47
gene-b3396	2575
gene-b3397	2769
gene-b3398	2232
gene-b3399	882
gene-b3400	1166
gene-b3401	2540
gene-b3402	1115
gene-b3403	105489
gene-b3404	6024
gene-b3405	1738
gene-b3406	158
gene-b3407	3849
gene-b3408	655
gene-b3409	3904
gene-b3410	283
gene-b3411	152
gene-b3412	519
gene-b3413	621
gene-b3414	3403
gene-b3415	467
gene-b3416	945
gene-b3417	957
gene-b3418	22265
gene-b4475	729
gene-b3421	342
gene-b3422	90
gene-b3424	1128
gene-b3425	597
gene-b3426	92254
gene-b3427	5184
gene-b3428	5511
gene-b3429	2404
gene-b3430	2829
gene-b3431	1663
gene-b3432	3750
gene-b3433	4959
gene-b3434	673
gene-b4476	352
gene-b3437	176
gene-b3438	1100
gene-b3439	401
gene-b3440	1038
gene-b4451	41
gene-b3441	24
gene-b3442	7
gene-b3444	2
gene-b3445	14
gene-b4612	0
gene-b3446	13
gene-b3447	88
gene-b3448	431
gene-b3449	839
gene-b3450	297
gene-b3451	332
gene-b3452	149
gene-b3453	418
gene-b3454	45
gene-b3455	74
gene-b3456	82
gene-b3457	75
gene-b3458	81
gene-b3459	168
gene-b3460	79
gene-b3461	11234
gene-b3462	3723
gene-b3463	3910
gene-b3464	4528
gene-b3465	289
gene-b3466	384
gene-b3467	415
gene-b3468	473
gene-b3469	26824
gene-b3470	1124
gene-b3471	5757
gene-b3472	7086
gene-b3473	1029
gene-b3474	173
gene-b3475	316
gene-b3476	25
gene-b3477	22
gene-b3478	12
gene-b3479	17
gene-b3480	68
gene-b3481	468
gene-b3482	96
gene-b3483	27
gene-b3484	62
gene-b3485	152
gene-b3486	1702
gene-b3487	1124
gene-b3488	74
gene-b3491	190
gene-b3492	629
gene-b3493	10247
gene-b3494	214
gene-b3495	8879
gene-b3496	4221
gene-b3497	1012
gene-b3498	6091
gene-b3499	2191
gene-b3500	3144
gene-b4613	279
gene-b4712	67
gene-b4713	48
gene-b3501	37
gene-b3502	237
gene-b3503	58
gene-b3505	605
gene-b3506	3354
gene-b3507	517
gene-b3508	1227
gene-b3509	24304
gene-b3510	37004
gene-b3511	905
gene-b4704	753
gene-b3512	1806
gene-b4718	389
gene-b3513	577
gene-b3514	1234
gene-b3515	174
gene-b4452	257
gene-b3516	1055
gene-b3517	2918
gene-b3518	23
gene-b3519	269
gene-b3520	84
gene-b3521	220
gene-b3522	677
gene-b3523	84
gene-b3524	374
gene-b3525	91
gene-b3526	1694
gene-b3527	3313
gene-b3528	51348
gene-b3529	2058
gene-b3530	567
gene-b3531	56
gene-b3532	182
gene-b3533	139
gene-b3535	68
gene-b3536	422
gene-b3537	95
gene-b3538	305
gene-b4453	143
gene-b4454	62
gene-b3539	764
gene-b3540	302
gene-b3541	162
gene-b3542	73
gene-b3543	100
gene-b3544	3092
gene-b3545	55
gene-b3546	2081
gene-b3547	466
gene-b3548	56
gene-b3549	92
gene-b3550	273
gene-b3551	2668
gene-b3552	251
gene-b3553	2765
gene-b3554	3332
gene-b3555	79
gene-b3556	17560
gene-b4455	19
gene-b3557	51
gene-b3558	158
gene-b3559	38855
gene-b3560	8420
gene-b4553	8
gene-b3561	73
gene-b3562	15
gene-b3563	20
gene-b3564	559
gene-b3565	415
gene-b3566	394
gene-b3567	255
gene-b3568	259
gene-b3569	460
gene-b3570	6369
gene-b3571	255
gene-b3572	3326
gene-b3573	173
gene-b3574	462
gene-b3575	35
gene-b3576	19
gene-b3577	9
gene-b3578	20
gene-b3579	23
gene-b3580	103
gene-b3581	43
gene-b3582	40
gene-b3583	45
gene-b3584	38
gene-b3585	186
gene-b3586	76
gene-b3587	6
gene-b3588	436
gene-b3589	8
gene-b3590	2299
gene-b3591	1220
gene-b3592	153
gene-b3593	124
gene-b3594	491
gene-b3596	18
gene-b4615	27
gene-b3597	205
gene-b3598	151
gene-b3599	4016
gene-b3600	2342
gene-b3601	1989
gene-b4554	709
gene-b3602	236
gene-b3603	15123
gene-b3604	7581
gene-b3605	7936
gene-b3606	559
gene-b3607	2908
gene-b3608	24698
gene-b3609	40822
gene-b3610	12770
gene-b3611	11803
gene-b3612	4221
gene-b3613	1266
gene-b3614	991
gene-b3615	480
gene-b3616	22482
gene-b3617	17943
gene-b3618	933
gene-b3619	16175
gene-b3620	4609
gene-b3621	3261
gene-b3622	5066
gene-b3623	1858
gene-b3624	1674
gene-b3625	1409
gene-b3626	2361
gene-b3627	2572
gene-b3628	2798
gene-b3629	2678
gene-b3630	1019
gene-b3631	2375
gene-b3632	1676
gene-b3633	1439
gene-b3634	387
gene-b3635	367
gene-b3636	7263
gene-b3637	7641
gene-b3638	194
gene-b3639	4688
gene-b3640	2464
gene-b3641	1211
gene-b3642	452
gene-b3643	1300
gene-b3644	2032
gene-b3645	13106
gene-b3646	290
gene-b3647	255
gene-b3648	3100
gene-b3649	7316
gene-b3650	14257
gene-b3651	1743
gene-b3652	2183
gene-b3653	929
gene-b3654	63
gene-b3655	976
gene-b3656	247
gene-b3657	29
gene-b3658	55
gene-b3659	89
gene-b3660	315
gene-b3661	292
gene-b4555	22
gene-b3662	69
gene-b3663	234
gene-b3664	48
gene-b3665	698
gene-b3666	415
gene-b3667	185
gene-b3668	652
gene-b3669	448
gene-b3670	178
gene-b3671	380
gene-b3672	40
gene-b4616	12
gene-b4618	630
gene-b3673	3112
gene-b3674	1092
gene-b3675	299
gene-b3676	141
gene-b3677	107
gene-b3678	151
gene-b3679	49
gene-b3680	93
gene-b3681	60
gene-b3682	29
gene-b3683	20
gene-b3684	304
gene-b3685	1605
gene-b3686	159
gene-b3687	2015
gene-b3688	753
gene-b3689	1047
gene-b3690	48
gene-b3691	45
gene-b4478	314
gene-b4477	117
gene-b3693	557
gene-b4479	662
gene-b3696	315
gene-b3697	2096
gene-b3698	567
gene-b3699	16112
gene-b3700	2722
gene-b3701	3309
gene-b3702	5843
gene-b4757	11
gene-b3703	14184
gene-b3704	13381
gene-b4557	3444
gene-b3705	22452
gene-b3706	4068
gene-b3707	34003
gene-b3708	702459
gene-b3709	91091
gene-b3710	954
gene-b3711	348
gene-b3712	623
gene-b3713	747
gene-b3714	535
gene-b3715	266
gene-b3716	83
gene-b3717	87
gene-b3718	25
gene-b3719	48
gene-b3720	69
gene-b3721	43
gene-b3722	133
gene-b3723	634
gene-b3724	12440
gene-b3725	47249
gene-b3726	16141
gene-b3727	37684
gene-b3728	87057
gene-b3729	37618
gene-b3730	13883
gene-b3731	36403
gene-b3732	154698
gene-b3733	194411
gene-b3734	220198
gene-b3735	56602
gene-b3736	50706
gene-b3737	65157
gene-b3738	31084
gene-b3739	3842
gene-b3740	618
gene-b3741	3064
gene-b3742	1524
gene-b3743	463
gene-b3744	4159
gene-b3745	1511
gene-b3746	2026
gene-b3747	1739
gene-b3748	13145
gene-b3749	32868
gene-b3750	25170
gene-b3751	63917
gene-b3752	10987
gene-b3753	4815
gene-b3754	955
gene-b3755	654
gene-b3756	21007
gene-b3757	14452
gene-b3758	18939
gene-b3759	2601
gene-b3760	2165
gene-b3761	3753
gene-b4480	539
gene-b3764	5360
gene-b3765	2632
gene-b3766	143
gene-b4669	31
gene-b3769	68
gene-b3770	1071
gene-b3771	1515
gene-b3772	598
gene-b3773	833
gene-b3774	532
gene-b3775	373
gene-b3778	2657
gene-b3779	7942
gene-b3780	13722
gene-b3781	6857
gene-b3782	3394
gene-b3783	33354
gene-b3784	4727
gene-b3785	2892
gene-b3786	3110
gene-b3787	5409
gene-b3788	3868
gene-b3789	1210
gene-b3790	1409
gene-b3791	3107
gene-b3792	1719
gene-b4481	1570
gene-b3793	991
gene-b3794	217
gene-b3795	525
gene-b3796	563
gene-b3797	2142
gene-b3798	2335
gene-b3799	1464
gene-b3800	515
gene-b3801	269
gene-b4456	269
gene-b3802	1942
gene-b3803	4456
gene-b3804	2991
gene-b3805	4059
gene-b3806	9218
gene-b3807	632
gene-b3808	324
gene-b4558	3226
gene-b3809	5187
gene-b3810	3445
gene-b3811	2915
gene-b3812	3021
gene-b3813	7718
gene-b4482	378
gene-b3816	4726
gene-b3817	182
gene-b3818	25
gene-b3819	256
gene-b3820	182
gene-b3821	1550
gene-b3822	2559
gene-b3823	364
gene-b3824	127
gene-b3825	1728
gene-b3826	2805
gene-b3827	246
gene-b3828	37
gene-b3829	390
gene-b3830	163
gene-b3831	7646
gene-b3832	5484
gene-b3833	8901
gene-b3834	6522
gene-b4707	2322
gene-b3835	13812
gene-b3836	7756
gene-b3838	3961
gene-b3839	3139
gene-b4483	1167
gene-b3842	485
gene-b3843	19992
gene-b3844	7263
gene-b3845	1774
gene-b3846	5989
gene-b3847	2803
gene-b3848	954
gene-b3849	1754
gene-b3850	455
gene-b3851	6651
gene-b3852	9
gene-b3853	4
gene-b3854	14476
gene-b3855	1981
gene-b3856	236
gene-b3857	97
gene-b3858	713
gene-b3859	4539
gene-b3860	7624
gene-b3861	84
gene-b3862	230
gene-b3863	14564
gene-b3864	493
gene-b3865	1393
gene-b4457	1027
gene-b3866	418
gene-b3867	4951
gene-b4686	3748
gene-b3868	927
gene-b3869	725
gene-b3870	5806
gene-b3871	20540
gene-b3872	1544
gene-b3873	3368
gene-b3874	843
gene-b3875	16
gene-b3876	42
gene-b3877	65
gene-b3878	57
gene-b3879	15
gene-b3880	251
gene-b3881	314
gene-b3882	168
gene-b3883	160
gene-b3884	781
gene-b3885	1929
gene-b3886	1746
gene-b3887	2164
gene-b3888	2876
gene-b3889	11
gene-b3890	206
gene-b3891	12473
gene-b3892	19565
gene-b3893	50568
gene-b3894	99079
gene-b3895	278
gene-b3896	34
gene-b3897	85
gene-b3898	115
gene-b3899	43
gene-b3900	2
gene-b3901	4
gene-b3902	43
gene-b3903	64
gene-b3904	19
gene-b3905	108
gene-b3906	229
gene-b3907	141
gene-b3908	5226
gene-b3909	380
gene-b3910	636
gene-b3911	3019
gene-b3912	1746
gene-b4484	297
gene-b4716	69
gene-b3915	1259
gene-b3916	4557
gene-b3917	23
gene-b3918	302
gene-b3919	4377
gene-b3920	408
gene-b3921	72
gene-b3922	564
gene-b3923	1165
gene-b3924	603
gene-b3925	10961
gene-b3926	154260
gene-b3927	97035
gene-b3928	2502
gene-b3929	795
gene-b3930	828
gene-b3931	6117
gene-b3932	1478
gene-b3933	2428
gene-b3934	6641
gene-b3935	787
gene-b3936	4853
gene-b3937	787
gene-b3938	722
gene-b3939	384
gene-b3940	1901
gene-b3941	67
gene-b3942	9127
gene-b3943	479
gene-b3944	48
gene-b3945	567
gene-b3946	219
gene-b3947	723
gene-b3949	267
gene-b3950	321
gene-b3951	1005
gene-b3952	182
gene-b3953	59
gene-b3954	100
gene-b3955	2475
gene-b3956	6450
gene-b3957	694
gene-b3958	133
gene-b3959	183
gene-b3960	785
gene-b4458	15
gene-b3961	2889
gene-b3962	31123
gene-b3963	5560
gene-b3964	5194
gene-b3965	3249
gene-b3966	7608
gene-b3967	2741
gene-b3968	3544
gene-b3969	6085
gene-b3970	2669
gene-b3971	124
gene-b3972	2062
gene-b3973	1976
gene-b3974	2764
gene-b3976	251
gene-b3977	758
gene-b3978	4335
gene-b3979	2793
gene-b3980	177401
gene-b3981	12067
gene-b3982	5114
gene-b3983	16186
gene-b3984	45254
gene-b3985	27045
gene-b3986	150175
gene-b3987	213590
gene-b3988	265633
gene-b3989	228
gene-b4691	69
gene-b3990	179
gene-b3991	91
gene-b4407	71
gene-b3992	205
gene-b3993	89
gene-b3994	462
gene-b3995	2093
gene-b3996	757
gene-b3997	2802
gene-b3998	2211
gene-b3999	3765
gene-b4000	10452
gene-b4001	2099
gene-b4002	73
gene-b4003	619
gene-b4004	1053
gene-b4005	762
gene-b4006	427
gene-b4007	405
gene-b4008	18046
gene-b4009	2174
gene-b4010	188
gene-b4011	57
gene-b4012	94
gene-b4013	240
gene-b4014	88523
gene-b4015	59428
gene-b4016	21934
gene-b4017	247
gene-b4018	879
gene-b4019	7804
gene-b4020	620
gene-b4021	2423
gene-b4022	1216
gene-b4023	176
gene-b4024	708
gene-b4025	21323
gene-b4026	34
gene-b4027	9
gene-b4028	18
gene-b4029	78
gene-b4620	9
gene-b4030	11
gene-b4031	53
gene-b4032	137
gene-b4033	379
gene-b4034	1023
gene-b4035	213
gene-b4036	617
gene-b4037	242
gene-b4039	1618
gene-b4040	4816
gene-b4041	20214
gene-b4042	787
gene-b4043	24067
gene-b4044	11030
gene-b4045	438
gene-b4046	736
gene-b4047	5
gene-b4048	17
gene-b4049	2725
gene-b4050	33
gene-b4051	663
gene-b4052	8458
gene-b4053	3074
gene-b4054	1957
gene-b4621	8
gene-b4055	1772
gene-b4056	1712
gene-b4057	1436
gene-b4058	13166
gene-b4059	1956
gene-b4060	123
gene-b4061	638
gene-b4062	709
gene-b4063	159
gene-b4459	262
gene-b4064	190
gene-b4065	1022
gene-b4066	35
gene-b4067	685
gene-b4068	240
gene-b4069	3269
gene-b4070	109
gene-b4071	12
gene-b4072	34
gene-b4073	27
gene-b4074	45
gene-b4075	15
gene-b4076	33
gene-b4077	2015
gene-b4078	260
gene-b4079	369
gene-b4080	24
gene-b4081	74
gene-b4082	42
gene-b4622	12
gene-b4083	26
gene-b4084	790
gene-b4085	1477
gene-b4086	2154
gene-b4087	4253
gene-b4088	3246
gene-b4089	5552
gene-b4090	769
gene-b4487	912
gene-b4092	446
gene-b4093	47
gene-b4094	8
gene-b4095	43
gene-b4096	79
gene-b4097	48
gene-b4098	12
gene-b4099	34
gene-b4100	6
gene-b4101	15
gene-b4102	23
gene-b4105	54
gene-b4106	20
gene-b4107	68
gene-b4108	7332
gene-b4109	200
gene-b4110	48
gene-b4111	943
gene-b4703	195
gene-b4112	613
gene-b4113	593
gene-b4114	120
gene-b4115	27
gene-b4116	59
gene-b4117	747
gene-b4118	737
gene-b4119	693
gene-b4120	515
gene-b4121	122
gene-b4122	674
gene-b4123	113
gene-b4124	2001
gene-b4125	1263
gene-b4126	16
gene-b4127	113
gene-b4128	129
gene-b4559	63
gene-b4129	34788
gene-b4130	801
gene-b4131	20255
gene-b4132	6330
gene-b4133	241
gene-b4134	82
gene-b4135	880
gene-b4136	3290
gene-b4137	714
gene-b4138	13070
gene-b4139	82203
gene-b4140	843
gene-b4141	479
gene-b4142	43177
gene-b4143	195909
gene-b4144	739
gene-b4145	595
gene-b4146	2013
gene-b4147	10605
gene-b4410	521
gene-b4411	720
gene-b4148	55
gene-b4149	51
gene-b4150	215
gene-b4151	638
gene-b4152	1038
gene-b4153	2636
gene-b4154	4523
gene-b4155	251
gene-b4156	588
gene-b4157	140
gene-b4158	179
gene-b4159	2250
gene-b4160	2309
gene-b4161	5882
gene-b4162	627
gene-b4163	123
gene-b4164	958
gene-b4165	1509
gene-b4670	69
gene-b4166	756
gene-b4167	1326
gene-b4168	447
gene-b4169	1098
gene-b4170	2361
gene-b4171	5965
gene-b4172	1715
gene-b4173	7040
gene-b4174	12250
gene-b4175	4503
gene-b4176	100
gene-b4177	14759
gene-b4178	1614
gene-b4179	7130
gene-b4180	1820
gene-b4181	4
gene-b4182	20
gene-b4183	18
gene-b4184	1
gene-b4185	1
gene-b4186	39
gene-b4187	929
gene-b4188	3723
gene-b4189	2201
gene-b4190	311
gene-b4191	358
gene-b4192	172
gene-b4193	273
gene-b4194	179
gene-b4195	194
gene-b4196	232
gene-b4197	393
gene-b4198	185
gene-b4199	19
gene-b4200	10313
gene-b4201	6064
gene-b4202	4253
gene-b4203	77797
gene-b4204	239
gene-b4206	277
gene-b4207	4198
gene-b4208	4012
gene-b4209	560
gene-b4210	229
gene-b4211	158
gene-b4212	52
gene-b4213	3116
gene-b4214	1323
gene-b4215	345
gene-b4216	1641
gene-b4217	385
gene-b4218	814
gene-b4219	775
gene-b4220	2616
gene-b4221	3296
gene-b4222	405
gene-b4223	318
gene-b4224	1065
gene-b4225	661
gene-b4226	13847
gene-b4227	1500
gene-b4485	1198
gene-b4230	355
gene-b4231	1570
gene-b4232	7436
gene-b4233	6367
gene-b4234	4952
gene-b4235	1886
gene-b4237	381
gene-b4238	1356
gene-b4239	21258
gene-b4240	27375
gene-b4241	258
gene-b4702	706
gene-b4242	9450
gene-b4243	4583
gene-b4244	948
gene-b4245	1245
gene-b4246	41
gene-b4248	172
gene-b4249	78
gene-b4251	163
gene-b4252	1045
gene-b4253	316
gene-b4254	129
gene-b4255	1202
gene-b4256	58
gene-b4257	99
gene-b4258	17654
gene-b4259	1636
gene-b4260	17462
gene-b4261	2019
gene-b4262	2720
gene-b4263	705
gene-b4264	245
gene-b4265	136
gene-b4266	180
gene-b4267	204
gene-b4268	153
gene-b4269	169
gene-b4270	16
gene-b4272	15
gene-b4273	97
gene-b4277	48
gene-b4278	640
gene-b4279	47501
gene-b4280	68893
gene-b4655	819
gene-b4284	145
gene-b4287	820
gene-b4288	787
gene-b4289	573
gene-b4290	841
gene-b4291	2131
gene-b4292	773
gene-b4293	813
gene-b4294	135
gene-b4295	1846
gene-b4296	34
gene-b4297	605
gene-b4298	284
gene-b4299	266
gene-b4300	314
gene-b4301	197
gene-b4302	189
gene-b4624	275
gene-b4303	593
gene-b4304	533
gene-b4565	271
gene-b4305	1942
gene-b4306	464
gene-b4307	368
gene-b4566	318
gene-b4309	3747
gene-b4310	18159
gene-b4311	14504
gene-b4312	734
gene-b4313	169
gene-b4314	9421
gene-b4315	1298
gene-b4316	1155
gene-b4317	1727
gene-b4318	376
gene-b4319	256
gene-b4320	717
gene-b4321	6245
gene-b4322	8674
gene-b4323	16916
gene-b4324	1309
gene-b4325	41
gene-b4720	0
gene-b4721	27
gene-b4722	6
gene-b4326	60
gene-b4327	738
gene-b4328	639
gene-b4329	29
gene-b4330	18
gene-b4331	109
gene-b4332	121
gene-b4333	90
gene-b4715	110
gene-b4334	136
gene-b4335	310
gene-b4336	243
gene-b4337	67
gene-b4340	483
gene-b4341	4
gene-b4342	1630
gene-b4345	302
gene-b4346	967
gene-b4347	63
gene-b4625	54
gene-b4348	1925
gene-b4349	2847
gene-b4350	8938
gene-b4351	649
gene-b4352	9717
gene-b4353	2126
gene-b4354	93331
gene-b4355	757
gene-b4356	746
gene-b4357	1140
gene-b4358	94
gene-b4359	4481
gene-b4360	399
gene-b4361	985
gene-b4362	1224
gene-b4363	85
gene-b4364	201
gene-b4365	28
gene-b4366	244
gene-b4367	1275
gene-b4567	1179
gene-b4368	2973
gene-b4369	3093
gene-b4370	1267
gene-b4371	1492
gene-b4372	624
gene-b4373	1018
gene-b4374	1525
gene-b4375	11295
gene-b4376	918
gene-b4568	114
gene-b4377	2365
gene-b4378	1694
gene-b4379	424
gene-b4380	407
gene-b4381	7675
gene-b4382	11196
gene-b4383	12193
gene-b4384	7513
gene-b4385	193
gene-b4386	698
gene-b4387	304
gene-b4388	1800
gene-b4389	4329
gene-b4390	2314
gene-b4391	6478
gene-b4392	5028
gene-b4393	1790
gene-b4394	1254
gene-b4395	4749
gene-b4396	4641
gene-b4397	1179
gene-b4398	732
gene-b4399	401
gene-b4400	89
gene-b4401	14379
gene-b4402	544
gene-b4403	438
