Geneid	1714__30min_-_N=2_library-read-1.fastq.gz
gene-b1472	0
gene-b1473	25
gene-b1474	302
gene-b1475	312
gene-b1476	143
gene-b1477	17304
gene-b1478	14609
gene-b1479	3091
gene-b1480	6267
gene-b1481	172
gene-b1482	19369
gene-b1483	902
gene-b1484	120
gene-b1485	221
gene-b1486	32
gene-b1487	356
gene-b1488	246
gene-b1489	7494
gene-b1490	11135
gene-b4746	356
gene-b1491	278
gene-b1492	61879
gene-b1493	28108
gene-b1494	533
gene-b1495	54
gene-b1496	7
gene-b4747	0
gene-b1497	8
gene-b1498	122
gene-b1499	14
gene-b1500	0
gene-b1501	569
gene-b1502	6
gene-b1503	4
gene-b1504	6
gene-b1505	66
gene-b1507	475
gene-b1508	89
gene-b1511	1426
gene-b1512	1139
gene-b1513	514
gene-b1514	340
gene-b1515	440
gene-b1516	481
gene-b1517	712
gene-b1518	236
gene-b1519	5819
gene-b1520	1000
gene-b1521	1834
gene-b1522	252
gene-b1523	94
gene-b1524	120
gene-b1525	655
gene-b1526	1314
gene-b1527	77
gene-b1528	254
gene-b1529	2083
gene-b1530	173
gene-b1531	224
gene-b1532	105
gene-b1533	1751
gene-b1534	398
gene-b4599	2560
gene-b4698	1
gene-b1535	684
gene-b1536	1975
gene-b1537	1206
gene-b1538	1852
gene-b1539	2531
gene-b1540	312
gene-b1541	5
gene-b1542	383
gene-b1543	685
gene-b4748	52
gene-b1544	18
gene-b1545	124
gene-b1546	13
gene-b1547	16
gene-b1548	26
gene-b4533	0
gene-b1549	2
gene-b1550	46
gene-b1551	2
gene-b4749	1
gene-b4724	1
gene-b1552	30
gene-b1553	1
gene-b4689	1
gene-b1554	26
gene-b1555	18
gene-b1556	0
gene-b1557	24
gene-b1558	27
gene-b4750	115
gene-b1559	194
gene-b1560	127
gene-b1561	572
gene-b1562	15546
gene-b1563	54974
gene-b1564	44443
gene-b1565	3671
gene-b1566	411
gene-b1567	55
gene-b1568	63
gene-b1569	57
gene-b1570	390
gene-b1571	156
gene-b1572	65
gene-b1573	146
gene-b1574	102
gene-b1575	4
gene-b1576	12
gene-b4534	178
gene-b1580	22954
gene-b1581	13455
gene-b1582	243
gene-b1583	434
gene-b1584	1270
gene-b1585	1111
gene-b1586	12949
gene-b1587	159
gene-b1588	186
gene-b1589	89
gene-b1590	428
gene-b1591	433
gene-b1592	568
gene-b1593	1670
gene-b1594	924
gene-b1595	303
gene-b1596	306
gene-b1597	124
gene-b4601	164
gene-b1598	6815
gene-b1599	131
gene-b1600	22
gene-b1601	312
gene-b1602	10803
gene-b1603	5286
gene-b1604	1607
gene-b1605	278
gene-b1606	535
gene-b1607	101
gene-b1608	204
gene-b1609	202
gene-b1610	1146
gene-b1611	14548
gene-b1612	8903
gene-b1613	949
gene-b1614	12243
gene-b1615	425
gene-b1616	238
gene-b1617	833
gene-b1618	2035
gene-b1619	18553
gene-b1620	438
gene-b1621	412
gene-b1622	778
gene-b1623	913
gene-b1624	5122
gene-b4409	39
gene-b1625	257
gene-b1626	278
gene-b1627	70
gene-b1628	149
gene-b1629	294
gene-b1630	55
gene-b1631	21
gene-b1632	27
gene-b1633	99
gene-b1634	726
gene-b1635	7830
gene-b1636	588
gene-b1637	4164
gene-b1638	336
gene-b1639	407
gene-b1640	1286
gene-b1641	22110
gene-b1642	5700
gene-b1643	551
gene-b1644	151
gene-b1645	13714
gene-b1646	10754
gene-b1647	5298
gene-b1648	932
gene-b1649	322
gene-b1650	768
gene-b1651	856
gene-b1652	124
gene-b1653	1750
gene-b1654	8094
gene-b1655	133
gene-b1656	5712
gene-b1657	476
gene-b4602	473
gene-b1658	291
gene-b1659	975
gene-b1660	456
gene-b1661	50572
gene-b1662	1773
gene-b1663	4241
gene-b1664	17071
gene-b1665	19
gene-b1666	1
gene-b1667	1891
gene-b1668	5836
gene-b1669	841
gene-b1670	183
gene-b1671	176
gene-b1672	143
gene-b1673	278
gene-b1674	11
gene-b1675	197
gene-b1676	72460
gene-b1677	66936
gene-b1678	95431
gene-b1679	1417
gene-b1680	7664
gene-b1681	12474
gene-b1682	7677
gene-b1683	23524
gene-b1684	5955
gene-b4430	43
gene-b1685	1115
gene-b1686	1032
gene-b1687	683
gene-b1688	7805
gene-b4431	76
gene-b1689	21
gene-b1690	23
gene-b1691	20
gene-b1692	131
gene-b1693	375
gene-b1694	41
gene-b1695	60
gene-b1696	182
gene-b1697	64
gene-b1698	260
gene-b1699	125
gene-b1700	40
gene-b1701	232
gene-b1702	8346
gene-b1703	964
gene-b1704	276
gene-b1705	52
gene-b1706	1385
gene-b1707	142
gene-b1708	2358
gene-b1709	686
gene-b1710	3165
gene-b1711	821
gene-b1712	246905
gene-b1713	65904
gene-b1714	957
gene-b1715	22
gene-b1716	21434
gene-b1717	12463
gene-b1718	114732
gene-b1719	55671
gene-b4535	27
gene-b1722	86
gene-b1723	4891
gene-b1724	1633
gene-b1725	11206
gene-b1726	6285
gene-b1727	604
gene-b1728	187
gene-b1729	3378
gene-b1730	171
gene-b1731	122
gene-b1732	9718
gene-b1733	629
gene-b1734	272
gene-b1735	195
gene-b1736	143
gene-b1737	415
gene-b1738	101
gene-b1739	8362
gene-b1740	2855
gene-b1741	416
gene-b1742	121
gene-b1743	5524
gene-b1744	5703
gene-b1745	9401
gene-b1746	14280
gene-b1747	14291
gene-b1748	28103
gene-b1749	1419
gene-b1750	395
gene-b1751	117
gene-b1752	505
gene-b1753	456
gene-b1754	344
gene-b1755	253
gene-b1756	64
gene-b1757	344
gene-b1758	779
gene-b1759	70
gene-b1760	246
gene-b1761	498
gene-b1762	39
gene-b1763	774
gene-b1764	2832
gene-b1765	1613
gene-b1766	577
gene-b1767	868
gene-b1768	459
gene-b1769	156
gene-b1770	306
gene-b1771	106
gene-b1772	17
gene-b1773	74
gene-b1774	19
gene-b1775	52
gene-b1776	19
gene-b1777	3352
gene-b1778	4294
gene-b1779	127747
gene-b1780	698
gene-b1781	611
gene-b1782	1457
gene-b1783	357951
gene-b1784	67476
gene-b1785	619
gene-b1786	389
gene-b1787	228
gene-b1788	46
gene-b1789	15
gene-b1790	389
gene-b1791	310
gene-b1792	1219
gene-b1793	276
gene-b1794	355
gene-b4676	18
gene-b4675	32
gene-b1795	15631
gene-b1796	66
gene-b1797	91
gene-b1798	179
gene-b1799	1660
gene-b1800	1095
gene-b1801	66
gene-b1802	92
gene-b1803	210
gene-b1804	189
gene-b1805	11892
gene-b1806	15893
gene-b1807	429
gene-b1808	177
gene-b1809	257
gene-b1810	6244
gene-b1811	642
gene-b1812	1672
gene-b1813	838
gene-b1814	17399
gene-b1815	2982
gene-b1816	1276
gene-b4751	213
gene-b1817	9265
gene-b1818	19037
gene-b1819	23966
gene-b1820	227
gene-b1821	92
gene-b1822	255
gene-b1823	25950
gene-b1824	14957
gene-b1825	855
gene-b1826	26
gene-b4536	113
gene-b1827	6898
gene-b1828	287
gene-b1829	11885
gene-b1830	2926
gene-b1831	3100
gene-b1832	2148
gene-b1833	708
gene-b1834	1049
gene-b1835	298
gene-b1836	7288
gene-b1837	1635
gene-b1838	1760
gene-b4432	557
gene-b4433	332
gene-b1839	585
gene-b1840	368
gene-b1841	150
gene-b1842	214
gene-b1843	2187
gene-b1844	1172
gene-b1845	3213
gene-b1846	929
gene-b1847	2484
gene-b1848	1482
gene-b1849	110
gene-b1850	2495
gene-b1851	415
gene-b1852	5902
gene-b1853	3446
gene-b1854	18606
gene-b1855	1113
gene-b1856	8089
gene-b1857	12609
gene-b1858	4760
gene-b1859	1176
gene-b1860	2337
gene-b1861	1426
gene-b4677	65
gene-b1862	91
gene-b1863	662
gene-b1864	3144
gene-b1865	2976
gene-b1866	12047
gene-b1867	291
gene-b1868	384
gene-b1869	684
gene-b1870	1167
gene-b1871	688
gene-b1872	1029
gene-b1873	224
gene-b4717	504
gene-b1874	3154
gene-b1875	625
gene-b1876	3405
gene-b1877	54
gene-b1878	33
gene-b1879	765
gene-b1880	115
gene-b1881	599
gene-b1882	250
gene-b1883	42
gene-b1884	124
gene-b1885	231
gene-b1886	358
gene-b1887	614
gene-b1888	564
gene-b1889	138
gene-b1890	284
gene-b1891	872
gene-b1892	512
gene-b1893	69
gene-b1894	1
gene-b1895	3131
gene-b1896	90819
gene-b1897	23749
gene-b4460	2118
gene-b1900	1518
gene-b1901	2851
gene-b1902	911
gene-b4537	94
gene-b4663	123
gene-b1904	103
gene-b1905	856
gene-b1906	886
gene-b1907	1679
gene-b1908	5909
gene-b1909	43
gene-b1910	37
gene-b1911	11
gene-b1912	833
gene-b1913	809
gene-b1914	713
gene-b4752	17
gene-b1915	36
gene-b1916	770
gene-b4719	133
gene-b1917	2651
gene-b1918	3063
gene-b1919	4729
gene-b1920	14730
gene-b1921	210
gene-b1922	376
gene-b1923	8303
gene-b1924	100
gene-b1925	44
gene-b1926	55
gene-b1927	9082
gene-b1928	10019
gene-b1929	922
gene-b1930	110
gene-b1931	1345
gene-b1932	165
gene-b1937	29
gene-b1938	93
gene-b1939	70
gene-b1940	28
gene-b1941	87
gene-b1942	30
gene-b1943	81
gene-b1944	47
gene-b1945	223
gene-b1946	69
gene-b1947	70
gene-b1948	34
gene-b1949	10
gene-b1950	46
gene-b1951	177
gene-b1952	268
gene-b1953	38222
gene-b1954	10189
gene-b1955	20983
gene-b1956	6133
gene-b1957	7765
gene-b1958	10181
gene-b1959	61
gene-b1960	144
gene-b1961	652
gene-b1962	2230
gene-b1963	1516
gene-b4603	3
gene-b1967	94297
gene-b1968	87
gene-b1969	99
gene-b1970	73
gene-b1971	4516
gene-b1972	1867
gene-b1973	10184
gene-b1974	71
gene-b1975	194
gene-b1976	2827
gene-b1977	99
gene-b1978	1611
gene-b1981	2731
gene-b1982	3853
gene-b1983	193
gene-b1984	98
gene-b1985	2235
gene-b1986	8
gene-b1987	107
gene-b1988	341
gene-b1989	145
gene-b1990	21456
gene-b1991	1121
gene-b1992	977
gene-b1993	791
gene-b1994	39
gene-b1996	46
gene-b1997	39
gene-b4435	130
gene-b2000	1405
gene-b2001	279
gene-b2002	310
gene-b2003	116
gene-b2004	122
gene-b2005	69
gene-b2006	172
gene-b4538	491
gene-b2007	3027
gene-b2008	1455
gene-b2009	11581
gene-b2010	916
gene-b2011	623
gene-b2012	1510
gene-b2013	3694
gene-b2014	236
gene-b4678	12
gene-b2015	12801
gene-b2016	8894
gene-b4539	2276
gene-b2017	3331
gene-b2018	6
gene-b2019	2255
gene-b2020	3059
gene-b2021	1274
gene-b2022	2210
gene-b2023	831
gene-b2024	635
gene-b2025	753
gene-b2026	1552
gene-b2027	3673
gene-b2028	395
gene-b2029	23258
gene-b2030	276
gene-b2032	564
gene-b2033	1497
gene-b2034	1727
gene-b2035	1337
gene-b2036	2018
gene-b2037	523
gene-b2038	403
gene-b2039	1162
gene-b2040	2466
gene-b2041	2240
gene-b2042	16351
gene-b2043	77
gene-b2044	11
gene-b2045	115
gene-b2046	76
gene-b2047	63
gene-b2048	199
gene-b2049	92
gene-b2050	83
gene-b2051	48
gene-b2052	33
gene-b2053	37
gene-b2054	7
gene-b2055	14
gene-b2056	28
gene-b2057	82
gene-b2058	70
gene-b2059	84
gene-b2060	72
gene-b2061	0
gene-b2062	43
gene-b2063	4086
gene-b2064	1323
gene-b2065	1216
gene-b2066	196
gene-b2067	2162
gene-b2068	1213
gene-b2069	337
gene-b2070	366
gene-b2071	37
gene-b2072	101
gene-b2073	96
gene-b4436	101
gene-b4667	56
gene-b4437	89
gene-b4668	70
gene-b2074	476
gene-b2075	544
gene-b2076	512
gene-b2077	705
gene-b2078	572
gene-b2079	2239
gene-b2080	19294
gene-b2081	2131
gene-b4438	516
gene-b2082	22
gene-b2085	67
gene-b2086	36523
gene-b2088	0
gene-b2089	24
gene-b2091	1426
gene-b2093	1141
gene-b2094	6005
gene-b2095	95184
gene-b2096	149347
gene-b2097	43923
gene-b2098	188
gene-b2099	163
gene-b2100	136
gene-b2101	210
gene-b2102	156
gene-b2103	1151
gene-b2104	839
gene-b2105	242
gene-b2106	156
gene-b2107	183
gene-b2108	54
gene-b2109	77
gene-b2110	5
gene-b2111	1
gene-b2112	240
gene-b2113	3383
gene-b2114	3044
gene-b2115	24
gene-b2118	160
gene-b4541	44
gene-b2119	64
gene-b2120	158
gene-b2121	105
gene-b2122	198
gene-b2123	28
gene-b2124	224
gene-b2125	376
gene-b2126	683
gene-b2127	4129
gene-b4542	49
gene-b2128	411
gene-b2129	427
gene-b2130	885
gene-b2131	4145
gene-b2132	1347
gene-b2133	2272
gene-b2134	971
gene-b2135	136434
gene-b2136	998
gene-b2137	3172
gene-b4679	1782
gene-b2140	389
gene-b2141	898
gene-b2142	1886
gene-b2143	5944
gene-b2144	160
gene-b2145	17
gene-b2146	147
gene-b2147	218
gene-b2148	367
gene-b2149	654
gene-b2150	2872
gene-b2151	314
gene-b2152	157
gene-b2153	542
gene-b2154	639
gene-b2155	926
gene-b2156	24451
gene-b2157	2314
gene-b2158	1574
gene-b2159	624
gene-b2160	216
gene-b2161	72
gene-b2162	8
gene-b2163	63
gene-b2164	270
gene-b2165	90
gene-b2166	6
gene-b2167	34566
gene-b2168	6701
gene-b2169	8620
gene-b2170	62
gene-b4502	16
gene-b2171	438
gene-b2172	4350
gene-b2173	163
gene-b2174	17
gene-b2175	610
gene-b2176	436
gene-b2177	280
gene-b2178	40
gene-b2179	96
gene-b2180	1496
gene-b2181	10799
gene-b2182	562
gene-b2183	690
gene-b2184	182
gene-b2185	189
gene-b2186	1115
gene-b2187	607
gene-b2188	1571
gene-b2189	41
gene-b2192	16
gene-b2193	2115
gene-b2194	569
gene-b2195	177
gene-b2196	193
gene-b2197	167
gene-b2198	100
gene-b2199	204
gene-b2200	152
gene-b2201	1328
gene-b2202	440
gene-b2203	50
gene-b2204	253
gene-b2205	103
gene-b2206	315
gene-b2207	10
gene-b2208	10
gene-b4604	67
gene-b2209	1341
gene-b2210	2150
gene-b2211	595
gene-b2212	1879
gene-b2213	5959
gene-b2214	11
gene-b2215	15711
gene-b4439	60
gene-b2216	3744
gene-b2217	11110
gene-b2218	2161
gene-b2219	2364
gene-b2220	377
gene-b2221	4
gene-b2222	84
gene-b2223	94
gene-b2224	173
gene-b2225	294
gene-b2226	443
gene-b2229	40
gene-b2230	130
gene-b2231	4436
gene-b2232	235
gene-b2233	1277
gene-b4605	14
gene-b2234	3155
gene-b2235	1550
gene-b2236	363
gene-b2237	2620
gene-b2239	9397
gene-b2240	15624
gene-b2241	17170
gene-b2242	11890
gene-b2243	7752
gene-b2244	680
gene-b2245	815
gene-b2246	171
gene-b2247	784
gene-b2248	398
gene-b2249	2072
gene-b2250	158
gene-b2251	72
gene-b2252	25
gene-b2253	461
gene-b2254	229
gene-b2255	948
gene-b2256	403
gene-b2257	429
gene-b4544	871
gene-b2258	315
gene-b2259	89
gene-b2260	742
gene-b2261	2223
gene-b2262	2786
gene-b2263	618
gene-b2264	1603
gene-b2265	972
gene-b2266	27953
gene-b2267	423
gene-b2268	78
gene-b2269	68
gene-b2270	154
gene-b2271	75
gene-b2272	46
gene-b2273	27
gene-b2274	14
gene-b2275	143
gene-b2276	5169
gene-b2277	1987
gene-b2278	4354
gene-b2279	456
gene-b2280	758
gene-b2281	551
gene-b2282	1930
gene-b2283	5796
gene-b2284	2684
gene-b2285	1054
gene-b2286	4666
gene-b2287	1316
gene-b2288	1526
gene-b2289	5494
gene-b2290	1375
gene-b2291	305
gene-b2292	747
gene-b2293	6162
gene-b2294	3474
gene-b2295	45432
gene-b2296	21873
gene-b2297	13017
gene-b2298	119
gene-b2299	610
gene-b2300	1033
gene-b2301	393
gene-b2302	3404
gene-b2303	4197
gene-b2304	7232
gene-b2305	811
gene-b2306	225
gene-b2307	261
gene-b2308	382
gene-b2309	1741
gene-b2310	6750
gene-b2311	2
gene-b2312	1969
gene-b2313	1064
gene-b2314	4370
gene-b2315	2981
gene-b2316	5711
gene-b2317	1849
gene-b2318	5494
gene-b2319	1796
gene-b2320	3229
gene-b2321	32
gene-b2322	52
gene-b2323	7639
gene-b2324	520
gene-b2325	128
gene-b2326	233
gene-b2327	230
gene-b2328	252
gene-b2329	1346
gene-b2330	876
gene-b2331	811
gene-b2332	1869
gene-b2333	17
gene-b2334	44
gene-b2335	4
gene-b2336	27
gene-b2339	9
gene-b2340	12535
gene-b2341	4200
gene-b2342	3830
gene-b2343	5423
gene-b2344	4669
gene-b2345	35
gene-b2346	7413
gene-b2347	1737
gene-b2348	61
gene-b2349	111
gene-b2350	95
gene-b2351	109
gene-b2352	94
gene-b2354	227
gene-b2356	5
gene-b2357	4
gene-b2358	5
gene-b2359	34
gene-b2360	33
gene-b2361	13
gene-b2362	8
gene-b2363	145
gene-b4545	69
gene-b4501	337
gene-b2364	650
gene-b2365	274
gene-b2366	644
gene-b2367	65
gene-b2368	107
gene-b2369	39
gene-b2370	368
gene-b2371	325
gene-b2372	22
gene-b2373	35
gene-b2374	13
gene-b2375	34
gene-b2376	353
gene-b2377	7791
gene-b2378	548
gene-b4680	6
gene-b2379	2052
gene-b2380	982
gene-b2381	1981
gene-b2382	656
gene-b2383	61
gene-b2384	115
gene-b2385	41
gene-b2386	108
gene-b2387	10
gene-b2388	3931
gene-b2389	1962
gene-b2390	3439
gene-b2392	89222
gene-b2393	1542
gene-b2394	8
gene-b2395	188
gene-b2396	2
gene-b2397	7
gene-b2398	557
gene-b2399	142
gene-b2400	5337
gene-b2401	12
gene-b2402	5
gene-b2403	32
gene-b2404	8
gene-b2405	568
gene-b2406	95
gene-b2407	56
gene-b2408	1303
gene-b2409	298
gene-b2410	1613
gene-b4546	261
gene-b2411	2965
gene-b2412	6119
gene-b2413	1179
gene-b2414	12030
gene-b2415	11582
gene-b2416	49065
gene-b2417	211991
gene-b2418	1179
gene-b2419	89
gene-b2420	310
gene-b2421	234
gene-b2422	1365
gene-b2423	1366
gene-b2424	1106
gene-b2425	2923
gene-b2426	4983
gene-b2427	114
gene-b2428	235
gene-b2429	213
gene-b2430	110
gene-b2431	1878
gene-b2432	471
gene-b2433	667
gene-b2434	909
gene-b2435	631
gene-b2436	338
gene-b2437	667
gene-b2438	586
gene-b2439	696
gene-b2440	483
gene-b2441	1776
gene-b2442	128
gene-b2443	3494
gene-b2444	10
gene-b2445	46
gene-b2446	225
gene-b2447	427
gene-b2448	149
gene-b2449	2284
gene-b2450	1321
gene-b2451	324
gene-b2452	255
gene-b2453	171
gene-b2454	73
gene-b2455	38
gene-b2456	12
gene-b2457	130
gene-b2458	269
gene-b2459	148
gene-b2460	133
gene-b2461	36
gene-b2462	119
gene-b2463	9476
gene-b2464	78313
gene-b2465	83672
gene-b2466	2161
gene-b2467	138
gene-b2468	447
gene-b2469	793
gene-b2470	602
gene-b4606	795
gene-b2471	508
gene-b2472	7759
gene-b4547	37597
gene-b2473	3058
gene-b2474	3956
gene-b2475	10345
gene-b2476	199
gene-b2477	5349
gene-b2478	3419
gene-b2479	3791
gene-b2480	1265
gene-b2481	13
gene-b2482	38
gene-b2483	38
gene-b2484	174
gene-b2485	65
gene-b2486	351
gene-b2487	371
gene-b2488	84
gene-b2489	179
gene-b2490	74
gene-b2491	186
gene-b2492	122
gene-b2493	1278
gene-b2494	5468
gene-b2495	892
gene-b2496	442
gene-b2497	133
gene-b2498	146
gene-b2499	200
gene-b2500	416
gene-b2501	10749
gene-b2502	3902
gene-b2503	154
gene-b2504	590
gene-b2505	22
gene-b2506	412
gene-b2507	1749
gene-b2508	532
gene-b2509	800
gene-b2510	450
gene-b2511	18880
gene-b2512	14621
gene-b2513	1614
gene-b2514	3152
gene-b2515	16650
gene-b2516	11036
gene-b2517	5439
gene-b2518	564
gene-b2519	717
gene-b2520	18667
gene-b2521	3902
gene-b4440	37
gene-b2522	640
gene-b2523	2627
gene-b2524	402
gene-b2525	852
gene-b2526	4568
gene-b2527	2216
gene-b2528	20858
gene-b2529	34658
gene-b2530	57997
gene-b2531	15989
gene-b2532	2439
gene-b2533	521
gene-b2534	145
gene-b2535	29775
gene-b2536	1541
gene-b4706	42
gene-b2537	852
gene-b2538	409
gene-b2539	191
gene-b2540	65
gene-b2541	134
gene-b2542	412
gene-b2543	2632
gene-b2544	443
gene-b2545	276
gene-b2546	95
gene-b2547	258
gene-b2548	27
gene-b2549	395
gene-b2550	574
gene-b2551	2195
gene-b2552	675
gene-b2553	230
gene-b2554	694
gene-b2555	1533
gene-b2556	4828
gene-b4441	132
gene-b2557	862
gene-b2558	215
gene-b2559	204
gene-b2560	641
gene-b2561	496
gene-b2562	190
gene-b4687	68
gene-b4608	7
gene-b2563	284
gene-b2564	657
gene-b2565	2004
gene-b2566	22676
gene-b2567	10036
gene-b2568	3963
gene-b2569	3879
gene-b2570	398
gene-b2571	30140
gene-b2572	112755
gene-b2573	69224
gene-b4725	6584
gene-b2574	255
gene-b2575	125
gene-b2576	1791
gene-b2577	441
gene-b2578	1006
gene-b2579	1591
gene-b2580	255
gene-b2581	1012
gene-b2582	5818
gene-b2583	402
gene-b2584	10763
gene-b2585	10795
gene-b2586	1595
gene-b2587	50769
gene-b2588	52
gene-b2589	10602
gene-b2590	1812
gene-b2591	171145
gene-b2592	380490
gene-b4609	8670
gene-b2593	1479
gene-b2594	3179
gene-b2595	1385
gene-b2597	14262
gene-b2598	30
gene-b2599	1225
gene-b2600	2483
gene-b2601	2626
gene-b2602	766
gene-b2603	536
gene-b2604	250
gene-b2605	58
gene-b2606	24100
gene-b2607	16446
gene-b2608	6144
gene-b2609	6684
gene-b2610	4237
gene-b2611	617
gene-b4461	358
gene-b2614	32504
gene-b2615	2051
gene-b2616	6569
gene-b2617	3486
gene-b2618	629
gene-b2619	1058
gene-b2620	532
gene-b2621	1909742
gene-b2622	2313
gene-b2623	117
gene-b2624	2
gene-b2625	60
gene-b2626	58
gene-b2627	2192
gene-b2628	2442
gene-b2629	13
gene-b2630	13115
gene-b2631	4825
gene-b2632	299
gene-b2633	214
gene-b2634	63
gene-b2635	8
gene-b2636	48
gene-b2637	1879
gene-b2638	370
gene-b2642	95
gene-b2643	88
gene-b2644	16
gene-b4548	53
gene-b2645	54
gene-b2646	146
gene-b2647	11459
gene-b2649	23
gene-b2650	5
gene-b2652	0
gene-b2659	29932
gene-b2660	8911
gene-b2661	9286
gene-b2662	10309
gene-b2663	1249
gene-b2664	7591
gene-b2665	23546
gene-b2666	809
gene-b2667	44
gene-b2668	165
gene-b2669	1105
gene-b2670	1054
gene-b2671	1198
gene-b2672	41946
gene-b2673	6862
gene-b2674	9760
gene-b2675	7717
gene-b2676	1451
gene-b2677	18
gene-b2678	177
gene-b2679	76
gene-b2682	75
gene-b2683	27
gene-b2684	342
gene-b2685	464
gene-b2686	4005
gene-b2687	22943
gene-b4442	1291
gene-b2688	12593
gene-b2689	555
gene-b2690	530
gene-b2691	77
gene-b2692	147
gene-b2693	151
gene-b2694	100
gene-b2695	196
gene-b2696	15051
gene-b2697	5371
gene-b2698	63
gene-b2699	14269
gene-b2700	328
gene-b2701	355
gene-b2702	712
gene-b2703	604
gene-b2704	168
gene-b2705	883
gene-b2706	87
gene-b2707	430
gene-b2708	555
gene-b2709	1283
gene-b2710	492
gene-b2711	102
gene-b2712	1493
gene-b2713	142
gene-b2714	271
gene-b2715	1166
gene-b2716	1096
gene-b2717	2383
gene-b2718	1090
gene-b2719	364
gene-b2720	61
gene-b2721	177
gene-b2722	69
gene-b2723	66
gene-b2724	0
gene-b2725	3
gene-b2726	30
gene-b2727	109
gene-b2728	29
gene-b2729	1205
gene-b2730	5379
gene-b2731	2213
gene-b2732	525
gene-b2733	472
gene-b2734	26
gene-b2735	1650
gene-b2736	1716
gene-b2737	1504
gene-b2738	301
gene-b2739	707
gene-b2740	302
gene-b2741	112826
gene-b2742	22293
gene-b2743	1855
gene-b2744	1189
gene-b2745	1106
gene-b2746	254
gene-b2747	1931
gene-b2748	2305
gene-b2749	142
gene-b2750	913
gene-b2751	3690
gene-b2752	2588
gene-b2753	264
gene-b2754	208
gene-b2755	563
gene-b2756	290
gene-b2757	329
gene-b2758	223
gene-b2759	24
gene-b2760	67
gene-b2761	294
gene-b4701	0
gene-b2762	1960
gene-b2763	4354
gene-b2764	3452
gene-b2765	26
gene-b2766	279
gene-b2767	31
gene-b2768	49
gene-b2769	83
gene-b2770	63
gene-b2771	101
gene-b4463	55
gene-b2774	4
gene-b2775	30
gene-b2776	58
gene-b2777	2329
gene-b4682	4
gene-b2778	10
gene-b2779	83227
gene-b2780	19591
gene-b2781	3857
gene-b2782	1252
gene-b2783	1106
gene-b2784	4303
gene-b2785	1877
gene-b2786	620
gene-b2787	743
gene-b2788	231
gene-b2789	762
gene-b2790	557
gene-b2791	148
gene-b2792	43
gene-b4408	16534
gene-b2793	455
gene-b2794	799
gene-b2795	3508
gene-b2796	3246
gene-b2797	1562
gene-b2798	108
gene-b2799	1666
gene-b2800	156
gene-b2801	71
gene-b2802	418
gene-b2803	422
gene-b2804	680
gene-b2805	761
gene-b2806	3427
gene-b2807	1254
gene-b2808	1213
gene-b4443	461
gene-b2809	1400
gene-b2810	755
gene-b2811	1866
gene-b2812	917
gene-b2813	489
gene-b2814	33
gene-b2815	41
gene-b2816	27
gene-b2817	179
gene-b2818	368
gene-b2819	1039
gene-b2820	860
gene-b2821	664
gene-b2822	2417
gene-b2823	122
gene-b2824	137
gene-b2825	178
gene-b2826	17
gene-b2827	527
gene-b2828	800
gene-b2829	1982
gene-b2830	1795
gene-b4610	18
gene-b2831	324
gene-b2832	971
gene-b2833	644
gene-b2834	5022
gene-b2835	3619
gene-b2836	2179
gene-b4444	30
gene-b4445	0
gene-b2837	1313
gene-b2838	236
gene-b2839	154
gene-b2840	547
gene-b2841	1677
gene-b2842	477
gene-b2843	222
gene-b2844	3409
gene-b2845	322
gene-b2846	5
gene-b2847	26
gene-b2848	15
gene-b4683	4
gene-b2849	22
gene-b2851	4
gene-b2852	29
gene-b2853	14
gene-b2860	54
gene-b2861	45
gene-b2863	40
gene-b2864	20
gene-b2865	328
gene-b2866	971
gene-b2867	223
gene-b2868	84
gene-b2869	5272
gene-b2870	57
gene-b2871	74
gene-b2872	186
gene-b2873	133
gene-b2874	265
gene-b2875	890
gene-b2876	256
gene-b2877	1639
gene-b2878	294
gene-b2879	41
gene-b2880	94
gene-b2881	877
gene-b2882	567
gene-b2883	418
gene-b4464	390
gene-b2886	371
gene-b2887	290
gene-b2888	53
gene-b4684	34
gene-b4753	13
gene-b2889	1449
gene-b2890	3307
gene-b2891	2163
gene-b2892	1927
gene-b2893	1337
gene-b2894	1799
gene-b2895	1166
gene-b2896	605
gene-b2897	558
gene-b2898	4801
gene-b2899	1920
gene-b2900	254
gene-b2901	1569
gene-b2902	157
gene-b2903	2351
gene-b2904	1102
gene-b2905	1108
gene-b4754	1
gene-b2906	779
gene-b2907	3217
gene-b2908	5249
gene-b2909	3533
gene-b2910	28014
gene-b2911	37253
gene-b2912	1632
gene-b4446	129
gene-b4665	76
gene-b2913	5636
gene-b2914	2780
gene-b2916	1012
gene-b2917	394
gene-b2918	131
gene-b2919	87
gene-b2920	136
gene-b2921	103
gene-b2922	6043
gene-b2923	208
gene-b2924	3843
gene-b2925	58629
gene-b2926	60185
gene-b2927	6901
gene-b2928	530
gene-b2929	640
gene-b2930	540
gene-b4465	224
gene-b2933	299
gene-b2934	0
gene-b2935	3315
gene-b2936	9592
gene-b2937	2199
gene-b2938	33789
gene-b2939	231
gene-b2940	37
gene-b2941	2
gene-b2942	245
gene-b2943	1267
gene-b2944	19
gene-b2945	345
gene-b2946	657
gene-b2947	2606
gene-b2948	660
gene-b2949	357
gene-b2950	349
gene-b2951	595
gene-b2952	541
gene-b2953	122
gene-b2954	389
gene-b2955	300
gene-b2956	64
