Geneid	1714__ROC_MOXI_N=2_library-read-1.fastq.gz
gene-b1463	173
gene-b1464	621
gene-b1465	123
gene-b1466	67
gene-b1467	195
gene-b1468	522
gene-b1469	58
gene-b1471	15
gene-b1472	1
gene-b1473	122
gene-b1474	2443
gene-b1475	667
gene-b1476	571
gene-b1477	511
gene-b1478	445
gene-b1479	8292
gene-b1480	290
gene-b1481	37
gene-b1482	364
gene-b1483	157
gene-b1484	69
gene-b1485	101
gene-b1486	123
gene-b1487	156
gene-b1488	47
gene-b1489	248
gene-b1490	152
gene-b4746	8
gene-b1491	919
gene-b1492	972
gene-b1493	499
gene-b1494	4750
gene-b1495	1749
gene-b1496	581
gene-b4747	26
gene-b1497	699
gene-b1498	911
gene-b1499	29
gene-b1500	4
gene-b1501	449
gene-b1502	17
gene-b1503	16
gene-b1504	20
gene-b1505	88
gene-b1507	728
gene-b1508	257
gene-b1511	3149
gene-b1512	5681
gene-b1513	4111
gene-b1514	1693
gene-b1515	1026
gene-b1516	322
gene-b1517	640
gene-b1518	135
gene-b1519	505
gene-b1520	209
gene-b1521	4888
gene-b1522	562
gene-b1523	623
gene-b1524	4146
gene-b1525	1536
gene-b1526	672
gene-b1527	107
gene-b1528	221
gene-b1529	488
gene-b1530	1119
gene-b1531	2044
gene-b1532	1398
gene-b1533	1052
gene-b1534	284
gene-b4599	1913
gene-b4698	109
gene-b1535	1125
gene-b1536	36
gene-b1537	238
gene-b1538	7195
gene-b1539	5147
gene-b1540	1037
gene-b1541	210
gene-b1542	119
gene-b1543	127
gene-b4748	77
gene-b1544	63
gene-b1545	59
gene-b1546	12
gene-b1547	23
gene-b1548	11
gene-b4533	20
gene-b1549	126
gene-b1550	591
gene-b1551	3
gene-b4749	1
gene-b4724	2
gene-b1552	22
gene-b1553	6
gene-b4689	1
gene-b1554	21
gene-b1555	41
gene-b1556	37
gene-b1557	376
gene-b1558	242
gene-b4750	273
gene-b1559	128
gene-b1560	64
gene-b1561	106
gene-b1562	1514
gene-b1563	1004
gene-b1564	781
gene-b1565	428
gene-b1566	143
gene-b1567	44
gene-b1568	56
gene-b1569	25
gene-b1570	947
gene-b1571	25
gene-b1572	11
gene-b1573	43
gene-b1574	18
gene-b1575	18
gene-b1576	10
gene-b4534	44
gene-b1580	1214
gene-b1581	1109
gene-b1582	70
gene-b1583	434
gene-b1584	3088
gene-b1585	1398
gene-b1586	254
gene-b1587	115
gene-b1588	683
gene-b1589	195
gene-b1590	1132
gene-b1591	1577
gene-b1592	632
gene-b1593	924
gene-b1594	4350
gene-b1595	161
gene-b1596	25001
gene-b1597	160
gene-b4601	66
gene-b1598	330
gene-b1599	139
gene-b1600	151
gene-b1601	392
gene-b1602	6899
gene-b1603	2941
gene-b1604	7388
gene-b1605	501
gene-b1606	577
gene-b1607	436
gene-b1608	1016
gene-b1609	1382
gene-b1610	1896
gene-b1611	6140
gene-b1612	40029
gene-b1613	4736
gene-b1614	2608
gene-b1615	27
gene-b1616	184
gene-b1617	599
gene-b1618	1652
gene-b1619	2448
gene-b1620	319
gene-b1621	5427
gene-b1622	3303
gene-b1623	11503
gene-b1624	2446
gene-b4409	454
gene-b1625	777
gene-b1626	1338
gene-b1627	1335
gene-b1628	2615
gene-b1629	4444
gene-b1630	1950
gene-b1631	1329
gene-b1632	3756
gene-b1633	1675
gene-b1634	6748
gene-b1635	1960
gene-b1636	3264
gene-b1637	17790
gene-b1638	1195
gene-b1639	515
gene-b1640	2018
gene-b1641	14444
gene-b1642	2342
gene-b1643	236
gene-b1644	325
gene-b1645	878
gene-b1646	868
gene-b1647	2822
gene-b1648	18
gene-b1649	274
gene-b1650	1893
gene-b1651	2560
gene-b1652	1130
gene-b1653	3666
gene-b1654	10781
gene-b1655	1332
gene-b1656	3375
gene-b1657	269
gene-b4602	655
gene-b1658	2663
gene-b1659	1298
gene-b1660	948
gene-b1661	10739
gene-b1662	7193
gene-b1663	1430
gene-b1664	4687
gene-b1665	51
gene-b1666	95
gene-b1667	1888
gene-b1668	427
gene-b1669	83
gene-b1670	42
gene-b1671	115
gene-b1672	56
gene-b1673	128
gene-b1674	43
gene-b1675	23
gene-b1676	43564
gene-b1677	6574
gene-b1678	733
gene-b1679	320
gene-b1680	1274
gene-b1681	1428
gene-b1682	1477
gene-b1683	1504
gene-b1684	321
gene-b4430	107
gene-b1685	873
gene-b1686	170
gene-b1687	1236
gene-b1688	1664
gene-b4431	41
gene-b1689	99
gene-b1690	56
gene-b1691	19
gene-b1692	101
gene-b1693	212
gene-b1694	73
gene-b1695	89
gene-b1696	138
gene-b1697	60
gene-b1698	73
gene-b1699	83
gene-b1700	82
gene-b1701	339
gene-b1702	33933
gene-b1703	737
gene-b1704	853
gene-b1705	273
gene-b1706	4751
gene-b1707	262
gene-b1708	1506
gene-b1709	500
gene-b1710	1426
gene-b1711	1595
gene-b1712	17289
gene-b1713	52148
gene-b1714	13849
gene-b1715	817
gene-b1716	69855
gene-b1717	91101
gene-b1718	357609
gene-b1719	114160
gene-b4535	78
gene-b1722	285
gene-b1723	478
gene-b1724	249
gene-b1725	2009
gene-b1726	1782
gene-b1727	466
gene-b1728	518
gene-b1729	2237
gene-b1730	136
gene-b1731	137
gene-b1732	886
gene-b1733	610
gene-b1734	438
gene-b1735	483
gene-b1736	524
gene-b1737	531
gene-b1738	86
gene-b1739	109
gene-b1740	2405
gene-b1741	3698
gene-b1742	486
gene-b1743	1377
gene-b1744	80
gene-b1745	248
gene-b1746	218
gene-b1747	132
gene-b1748	451
gene-b1749	2911
gene-b1750	250
gene-b1751	37
gene-b1752	110
gene-b1753	101
gene-b1754	320
gene-b1755	294
gene-b1756	211
gene-b1757	517
gene-b1758	192
gene-b1759	93
gene-b1760	81
gene-b1761	1196
gene-b1762	292
gene-b1763	18946
gene-b1764	20962
gene-b1765	1205
gene-b1766	4017
gene-b1767	6637
gene-b1768	2399
gene-b1769	1314
gene-b1770	3236
gene-b1771	204
gene-b1772	186
gene-b1773	179
gene-b1774	157
gene-b1775	216
gene-b1776	217
gene-b1777	4038
gene-b1778	9461
gene-b1779	402529
gene-b1780	9864
gene-b1781	2617
gene-b1782	10377
gene-b1783	1296
gene-b1784	325
gene-b1785	21
gene-b1786	5539
gene-b1787	528
gene-b1788	160
gene-b1789	216
gene-b1790	396
gene-b1791	787
gene-b1792	456
gene-b1793	221
gene-b1794	3076
gene-b4676	201
gene-b4675	91
gene-b1795	512
gene-b1796	164
gene-b1797	843
gene-b1798	554
gene-b1799	1748
gene-b1800	167
gene-b1801	81
gene-b1802	113
gene-b1803	172
gene-b1804	1269
gene-b1805	1927
gene-b1806	2471
gene-b1807	4858
gene-b1808	4689
gene-b1809	1064
gene-b1810	307
gene-b1811	351
gene-b1812	2723
gene-b1813	1749
gene-b1814	48544
gene-b1815	749
gene-b1816	2424
gene-b4751	341
gene-b1817	30752
gene-b1818	28315
gene-b1819	39110
gene-b1820	4899
gene-b1821	489
gene-b1822	1894
gene-b1823	119592
gene-b1824	58964
gene-b1825	3109
gene-b1826	168
gene-b4536	617
gene-b1827	21141
gene-b1828	378
gene-b1829	1636
gene-b1830	17173
gene-b1831	12341
gene-b1832	827
gene-b1833	948
gene-b1834	2256
gene-b1835	3479
gene-b1836	188
gene-b1837	222
gene-b1838	282
gene-b4432	795
gene-b4433	416
gene-b1839	1175
gene-b1840	1862
gene-b1841	1898
gene-b1842	779
gene-b1843	1649
gene-b1844	1361
gene-b1845	1917
gene-b1846	886
gene-b1847	14702
gene-b1848	9636
gene-b1849	798
gene-b1850	5171
gene-b1851	1685
gene-b1852	11208
gene-b1853	3888
gene-b1854	29816
gene-b1855	6246
gene-b1856	16793
gene-b1857	37084
gene-b1858	3146
gene-b1859	2516
gene-b1860	7012
gene-b1861	8897
gene-b4677	41
gene-b1862	425
gene-b1863	3943
gene-b1864	12763
gene-b1865	16342
gene-b1866	32600
gene-b1867	552
gene-b1868	858
gene-b1869	314
gene-b1870	3291
gene-b1871	4182
gene-b1872	847
gene-b1873	188
gene-b4717	210
gene-b1874	2138
gene-b1875	3412
gene-b1876	25463
gene-b1877	751
gene-b1878	845
gene-b1879	4141
gene-b1880	2570
gene-b1881	789
gene-b1882	464
gene-b1883	250
gene-b1884	513
gene-b1885	726
gene-b1886	467
gene-b1887	663
gene-b1888	1856
gene-b1889	452
gene-b1890	448
gene-b1891	4930
gene-b1892	4288
gene-b1893	507
gene-b1894	11
gene-b1895	248
gene-b1896	1887
gene-b1897	320
gene-b4460	261
gene-b1900	371
gene-b1901	240
gene-b1902	291
gene-b4537	273
gene-b4663	221
gene-b1904	2396
gene-b1905	2034
gene-b1906	377
gene-b1907	4724
gene-b1908	1130
gene-b1909	451
gene-b1910	600
gene-b1911	333
gene-b1912	4531
gene-b1913	2706
gene-b1914	785
gene-b4752	656
gene-b1915	2051
gene-b1916	303
gene-b4719	84
gene-b1917	639
gene-b1918	511
gene-b1919	1492
gene-b1920	1950
gene-b1921	4571
gene-b1922	14930
gene-b1923	4237
gene-b1924	1055
gene-b1925	1147
gene-b1926	1243
gene-b1927	929
gene-b1928	2085
gene-b1929	9540
gene-b1930	969
gene-b1931	368
gene-b1932	85
gene-b1937	1351
gene-b1938	14432
gene-b1939	9517
gene-b1940	2582
gene-b1941	3114
gene-b1942	957
gene-b1943	1156
gene-b1944	7272
gene-b1945	21264
gene-b1946	9209
gene-b1947	2921
gene-b1948	2611
gene-b1949	1285
gene-b1950	1762
gene-b1951	1156
gene-b1952	255
gene-b1953	287
gene-b1954	319
gene-b1955	178
gene-b1956	1215
gene-b1957	226
gene-b1958	1523
gene-b1959	341
gene-b1960	916
gene-b1961	4698
gene-b1962	212
gene-b1963	100
gene-b4603	4
gene-b1967	3019
gene-b1968	1303
gene-b1969	542
gene-b1970	54
gene-b1971	459
gene-b1972	143
gene-b1973	8181
gene-b1974	158
gene-b1975	423
gene-b1976	18140
gene-b1977	1078
gene-b1978	2120
gene-b1981	1277
gene-b1982	2771
gene-b1983	22080
gene-b1984	23
gene-b1985	289
gene-b1986	26
gene-b1987	378
gene-b1988	113
gene-b1989	30
gene-b1990	1423
gene-b1991	1601
gene-b1992	509
gene-b1993	641
gene-b1994	82
gene-b1996	84
gene-b1997	3
gene-b4435	458
gene-b2000	9485
gene-b2001	1052
gene-b2002	168
gene-b2003	40
gene-b2004	81
gene-b2005	16
gene-b2006	48
gene-b4538	680
gene-b2007	8993
gene-b2008	7297
gene-b2009	12507
gene-b2010	319
gene-b2011	4070
gene-b2012	676
gene-b2013	220
gene-b2014	3512
gene-b4678	169
gene-b2015	1435
gene-b2016	2292
gene-b4539	1262
gene-b2017	1370
gene-b2018	1
gene-b2019	299
gene-b2020	379
gene-b2021	196
gene-b2022	971
gene-b2023	390
gene-b2024	361
gene-b2025	578
gene-b2026	860
gene-b2027	29508
gene-b2028	2245
gene-b2029	114231
gene-b2030	2397
gene-b2032	19618
gene-b2033	24060
gene-b2034	46275
gene-b2035	18984
gene-b2036	46911
gene-b2037	14511
gene-b2038	14125
gene-b2039	15135
gene-b2040	11119
gene-b2041	13668
gene-b2042	3511
gene-b2043	237
gene-b2044	141
gene-b2045	77
gene-b2046	105
gene-b2047	71
gene-b2048	84
gene-b2049	42
gene-b2050	38
gene-b2051	48
gene-b2052	70
gene-b2053	148
gene-b2054	12
gene-b2055	30
gene-b2056	46
gene-b2057	74
gene-b2058	24
gene-b2059	61
gene-b2060	61
gene-b2061	6
gene-b2062	25
gene-b2063	1847
gene-b2064	7293
gene-b2065	4008
gene-b2066	5246
gene-b2067	1656
gene-b2068	336
gene-b2069	4992
gene-b2070	1385
gene-b2071	35
gene-b2072	60
gene-b2073	64
gene-b4436	192
gene-b4667	132
gene-b4437	116
gene-b4668	101
gene-b2074	240
gene-b2075	625
gene-b2076	330
gene-b2077	292
gene-b2078	242
gene-b2079	618
gene-b2080	71
gene-b2081	4950
gene-b4438	1380
gene-b2082	93
gene-b2085	19
gene-b2086	314
gene-b2088	6
gene-b2089	134
gene-b2091	12970
gene-b2093	32832
gene-b2094	71220
gene-b2095	235304
gene-b2096	181569
gene-b2097	2060
gene-b2098	295
gene-b2099	606
gene-b2100	930
gene-b2101	606
gene-b2102	215
gene-b2103	279
gene-b2104	435
gene-b2105	213
gene-b2106	199
gene-b2107	542
gene-b2108	130
gene-b2109	25
gene-b2110	12
gene-b2111	7
gene-b2112	112
gene-b2113	11418
gene-b2114	30482
gene-b2115	109
gene-b2118	393
gene-b4541	8
gene-b2119	21
gene-b2120	61
gene-b2121	29
gene-b2122	105
gene-b2123	272
gene-b2124	4037
gene-b2125	11644
gene-b2126	13186
gene-b2127	296
gene-b4542	35
gene-b2128	121
gene-b2129	91
gene-b2130	155
gene-b2131	205
gene-b2132	2150
gene-b2133	3363
gene-b2134	2238
gene-b2135	301
gene-b2136	294
gene-b2137	166
gene-b4679	88
gene-b2140	1246
gene-b2141	109
gene-b2142	186
gene-b2143	4427
gene-b2144	1490
gene-b2145	531
gene-b2146	1045
gene-b2147	1104
gene-b2148	13911
gene-b2149	54630
gene-b2150	91273
gene-b2151	23377
gene-b2152	2063
gene-b2153	1793
gene-b2154	883
gene-b2155	2183
gene-b2156	4818
gene-b2157	948
gene-b2158	733
gene-b2159	1471
gene-b2160	1479
gene-b2161	135
gene-b2162	16
gene-b2163	62
gene-b2164	327
gene-b2165	175
gene-b2166	164
gene-b2167	2073
gene-b2168	1277
gene-b2169	1460
gene-b2170	411
gene-b4502	113
gene-b2171	1232
gene-b2172	5056
gene-b2173	2910
gene-b2174	2656
gene-b2175	50004
gene-b2176	1223
gene-b2177	761
gene-b2178	500
gene-b2179	347
gene-b2180	1625
gene-b2181	566
gene-b2182	2745
gene-b2183	1547
gene-b2184	847
gene-b2185	1097
gene-b2186	12360
gene-b2187	1961
gene-b2188	8607
gene-b2189	579
gene-b2192	96
gene-b2193	945
gene-b2194	1004
gene-b2195	643
gene-b2196	1485
gene-b2197	633
gene-b2198	308
gene-b2199	765
gene-b2200	474
gene-b2201	1194
gene-b2202	204
gene-b2203	39
gene-b2204	193
gene-b2205	306
gene-b2206	758
gene-b2207	80
gene-b2208	63
gene-b4604	16
gene-b2209	4555
gene-b2210	1207
gene-b2211	2197
gene-b2212	478
gene-b2213	803
gene-b2214	1162
gene-b2215	258000
gene-b4439	68
gene-b2216	7032
gene-b2217	7732
gene-b2218	3425
gene-b2219	1843
gene-b2220	1156
gene-b2221	55
gene-b2222	21
gene-b2223	59
gene-b2224	43
gene-b2225	56
gene-b2226	120
gene-b2229	17
gene-b2230	121
gene-b2231	29170
gene-b2232	1909
gene-b2233	970
gene-b4605	11
gene-b2234	48861
gene-b2235	31446
gene-b2236	10833
gene-b2237	2931
gene-b2239	292859
gene-b2240	285144
gene-b2241	56325
gene-b2242	44576
gene-b2243	10785
gene-b2244	562
gene-b2245	133
gene-b2246	94
gene-b2247	105
gene-b2248	64
gene-b2249	1004
gene-b2250	215
gene-b2251	356
gene-b2252	44
gene-b2253	75
gene-b2254	63
gene-b2255	448
gene-b2256	194
gene-b2257	226
gene-b4544	38
gene-b2258	148
gene-b2259	312
gene-b2260	5269
gene-b2261	10492
gene-b2262	8325
gene-b2263	2674
gene-b2264	3994
gene-b2265	5552
gene-b2266	501
gene-b2267	566
gene-b2268	572
gene-b2269	391
gene-b2270	138
gene-b2271	30
gene-b2272	165
gene-b2273	86
gene-b2274	74
gene-b2275	1976
gene-b2276	21844
gene-b2277	18424
gene-b2278	39763
gene-b2279	2893
gene-b2280	7481
gene-b2281	8823
gene-b2282	19717
gene-b2283	66453
gene-b2284	29787
gene-b2285	24872
gene-b2286	81176
gene-b2287	30305
gene-b2288	27522
gene-b2289	10242
gene-b2290	2264
gene-b2291	480
gene-b2292	1514
gene-b2293	2937
gene-b2294	2837
gene-b2295	3544
gene-b2296	109412
gene-b2297	423456
gene-b2298	321
gene-b2299	2798
gene-b2300	2155
gene-b2301	232
gene-b2302	66
gene-b2303	3998
gene-b2304	4939
gene-b2305	706
gene-b2306	252
gene-b2307	414
gene-b2308	500
gene-b2309	2966
gene-b2310	1255
gene-b2311	263
gene-b2312	3106
gene-b2313	2730
gene-b2314	2227
gene-b2315	7086
gene-b2316	41238
gene-b2317	3097
gene-b2318	7703
gene-b2319	11003
gene-b2320	7040
gene-b2321	1029
gene-b2322	965
gene-b2323	35997
gene-b2324	7453
gene-b2325	1645
gene-b2326	2455
gene-b2327	1572
gene-b2328	2226
gene-b2329	12597
gene-b2330	6319
gene-b2331	406
gene-b2332	500
gene-b2333	29
gene-b2334	66
gene-b2335	21
gene-b2336	25
gene-b2339	11
gene-b2340	6545
gene-b2341	2059
gene-b2342	1612
gene-b2343	323
gene-b2344	9602
gene-b2345	512
gene-b2346	3703
gene-b2347	97
gene-b2348	26
gene-b2349	1407
gene-b2350	4333
gene-b2351	15143
gene-b2352	14661
gene-b2354	224
gene-b2356	1
gene-b2357	5
gene-b2358	0
gene-b2359	13
gene-b2360	212
gene-b2361	14
gene-b2362	20
gene-b2363	268
gene-b4545	86
gene-b4501	283
gene-b2364	2706
gene-b2365	6565
gene-b2366	6115
gene-b2367	78
gene-b2368	35
gene-b2369	635
gene-b2370	1691
gene-b2371	48
gene-b2372	25
gene-b2373	164
gene-b2374	80
gene-b2375	46
gene-b2376	91
gene-b2377	246
gene-b2378	1034
gene-b4680	51
gene-b2379	517
gene-b2380	1367
gene-b2381	1943
gene-b2382	264
gene-b2383	105
gene-b2384	40
gene-b2385	87
gene-b2386	52
gene-b2387	7
gene-b2388	5405
gene-b2389	189
gene-b2390	275
gene-b2392	879
gene-b2393	21269
gene-b2394	1436
gene-b2395	2920
gene-b2396	209
gene-b2397	99
gene-b2398	1940
gene-b2399	3138
gene-b2400	36732
gene-b2401	17
gene-b2402	355
gene-b2403	1955
gene-b2404	1165
gene-b2405	89
gene-b2406	140
gene-b2407	57
gene-b2408	73
gene-b2409	256
gene-b2410	4167
gene-b4546	1011
gene-b2411	4728
gene-b2412	4999
gene-b2413	1494
gene-b2414	3061
gene-b2415	6230
gene-b2416	77425
gene-b2417	34005
gene-b2418	2841
gene-b2419	519
gene-b2420	1093
gene-b2421	280
gene-b2422	135
gene-b2423	59
gene-b2424	92
gene-b2425	99
gene-b2426	14634
gene-b2427	196
gene-b2428	566
gene-b2429	531
gene-b2430	316
gene-b2431	3853
gene-b2432	971
gene-b2433	382
gene-b2434	365
gene-b2435	2498
gene-b2436	1830
gene-b2437	1236
gene-b2438	557
gene-b2439	505
gene-b2440	406
gene-b2441	2901
gene-b2442	435
gene-b2443	665
gene-b2444	41
gene-b2445	54
gene-b2446	30
gene-b2447	19
gene-b2448	127
gene-b2449	485
gene-b2450	2177
gene-b2451	38
gene-b2452	21
gene-b2453	166
gene-b2454	42
gene-b2455	30
gene-b2456	7
gene-b2457	13
gene-b2458	101
gene-b2459	68
gene-b2460	44
gene-b2461	78
gene-b2462	78
gene-b2463	28688
gene-b2464	655
gene-b2465	665
gene-b2466	932
gene-b2467	597
gene-b2468	247
gene-b2469	509
gene-b2470	628
gene-b4606	1430
gene-b2471	373
gene-b2472	724
gene-b4547	702
gene-b2473	371
gene-b2474	4206
gene-b2475	1762
gene-b2476	1558
gene-b2477	11923
gene-b2478	8856
gene-b2479	1803
gene-b2480	3060
gene-b2481	19
gene-b2482	84
gene-b2483	9
gene-b2484	76
gene-b2485	10
gene-b2486	206
gene-b2487	124
gene-b2488	118
gene-b2489	74
gene-b2490	37
gene-b2491	236
gene-b2492	423
gene-b2493	1612
gene-b2494	2822
gene-b2495	1178
gene-b2496	5111
gene-b2497	1052
gene-b2498	21783
gene-b2499	475
gene-b2500	845
gene-b2501	7718
gene-b2502	5375
gene-b2503	444
gene-b2504	869
gene-b2505	49
gene-b2506	294
gene-b2507	146604
gene-b2508	57255
gene-b2509	2400
gene-b2510	1232
gene-b2511	9138
gene-b2512	21970
gene-b2513	11788
gene-b2514	15798
gene-b2515	9342
gene-b2516	4341
gene-b2517	6229
gene-b2518	4201
gene-b2519	460
gene-b2520	5054
gene-b2521	5694
gene-b4440	1476
gene-b2522	10219
gene-b2523	17898
gene-b2524	4923
gene-b2525	7121
gene-b2526	23238
gene-b2527	10042
gene-b2528	9559
gene-b2529	27082
gene-b2530	49366
gene-b2531	6316
gene-b2532	15473
gene-b2533	8136
gene-b2534	131
gene-b2535	4250
gene-b2536	759
gene-b4706	98
gene-b2537	1092
gene-b2538	112
gene-b2539	79
gene-b2540	66
gene-b2541	93
gene-b2542	101
gene-b2543	88
gene-b2544	163
gene-b2545	105
gene-b2546	60
gene-b2547	64
gene-b2548	17
gene-b2549	358
gene-b2550	295
gene-b2551	30165
gene-b2552	1297
gene-b2553	713
gene-b2554	930
gene-b2555	1900
gene-b2556	929
gene-b4441	85
gene-b2557	3158
gene-b2558	1065
gene-b2559	488
gene-b2560	817
gene-b2561	226
gene-b2562	1190
gene-b4687	231
gene-b4608	410
gene-b2563	4811
gene-b2564	4382
gene-b2565	5944
gene-b2566	24123
gene-b2567	13687
gene-b2568	8902
gene-b2569	15558
gene-b2570	1697
gene-b2571	16015
gene-b2572	19746
gene-b2573	11903
gene-b4725	762
gene-b2574	683
gene-b2575	1029
gene-b2576	5887
gene-b2577	1070
gene-b2578	84
gene-b2579	10677
gene-b2580	526
gene-b2581	3072
gene-b2582	1059
gene-b2583	764
gene-b2584	20533
gene-b2585	11726
gene-b2586	1446
gene-b2587	17528
gene-b2588	173
gene-b2589	10792
gene-b2590	77876
gene-b2591	17708
gene-b2592	36680
gene-b4609	2076
gene-b2593	2911
gene-b2594	4003
gene-b2595	16562
gene-b2597	3736
gene-b2598	142
gene-b2599	1152
gene-b2600	3007
gene-b2601	1846
gene-b2602	138
gene-b2603	1260
gene-b2604	1833
gene-b2605	645
gene-b2606	101966
gene-b2607	64035
gene-b2608	62948
gene-b2609	20569
gene-b2610	8918
gene-b2611	1663
gene-b4461	2048
gene-b2614	24763
gene-b2615	1697
gene-b2616	56364
gene-b2617	13603
gene-b2618	8527
gene-b2619	13724
gene-b2620	1408
gene-b2621	303568
gene-b2622	1097
gene-b2623	774
gene-b2624	40
gene-b2625	177
gene-b2626	131
gene-b2627	2154
gene-b2628	2648
gene-b2629	33
gene-b2630	13521
gene-b2631	2684
gene-b2632	118
gene-b2633	21
gene-b2634	79
gene-b2635	8
gene-b2636	51
gene-b2637	68
gene-b2638	188
gene-b2642	842
gene-b2643	12
gene-b2644	15
gene-b4548	4
gene-b2645	15
gene-b2646	36
gene-b2647	544
gene-b2649	27
gene-b2650	5
gene-b2652	4
gene-b2659	234
gene-b2660	83
gene-b2661	67
gene-b2662	138
gene-b2663	33
gene-b2664	383
gene-b2665	267
gene-b2666	30
gene-b2667	75
gene-b2668	286
gene-b2669	43455
gene-b2670	4221
gene-b2671	1486
gene-b2672	248
gene-b2673	318
gene-b2674	2190
gene-b2675	3085
gene-b2676	1149
gene-b2677	1163
gene-b2678	730
gene-b2679	1003
gene-b2682	1116
gene-b2683	130
gene-b2684	1740
gene-b2685	502
gene-b2686	681
gene-b2687	1747
gene-b4442	727
gene-b2688	10708
gene-b2689	1127
gene-b2690	793
gene-b2691	5159
gene-b2692	21666
gene-b2693	26271
gene-b2694	9121
gene-b2695	6277
gene-b2696	2213
gene-b2697	60204
gene-b2698	4682
gene-b2699	66126
gene-b2700	1802
gene-b2701	511
gene-b2702	745
gene-b2703	515
gene-b2704	159
gene-b2705	487
gene-b2706	134
gene-b2707	1656
gene-b2708	1641
gene-b2709	2316
gene-b2710	195
gene-b2711	179
gene-b2712	1394
gene-b2713	165
gene-b2714	669
gene-b2715	597
gene-b2716	386
gene-b2717	660
gene-b2718	421
gene-b2719	155
gene-b2720	95
gene-b2721	136
gene-b2722	26
gene-b2723	75
gene-b2724	7
gene-b2725	20
gene-b2726	214
gene-b2727	433
gene-b2728	261
gene-b2729	644
gene-b2730	764
gene-b2731	565
gene-b2732	69
gene-b2733	12150
gene-b2734	298
gene-b2735	1101
gene-b2736	648
gene-b2737	710
gene-b2738	372
gene-b2739	332
gene-b2740	100
gene-b2741	19495
gene-b2742	7149
gene-b2743	3491
gene-b2744	2847
gene-b2745	4633
gene-b2746	4187
gene-b2747	5025
gene-b2748	2519
gene-b2749	86
gene-b2750	140
gene-b2751	231
gene-b2752	51
gene-b2753	251
gene-b2754	83
gene-b2755	244
gene-b2756	176
gene-b2757	69
gene-b2758	147
gene-b2759	53
gene-b2760	64
gene-b2761	380
gene-b4701	1
gene-b2762	95
gene-b2763	127
gene-b2764	199
gene-b2765	436
gene-b2766	1373
gene-b2767	118
gene-b2768	192
gene-b2769	75
gene-b2770	45
gene-b2771	39
gene-b4463	54
gene-b2774	43
gene-b2775	36
gene-b2776	150
gene-b2777	1059
gene-b4682	10
gene-b2778	49
gene-b2779	259865
gene-b2780	28208
gene-b2781	1786
gene-b2782	1676
gene-b2783	1120
gene-b2784	8823
gene-b2785	2818
gene-b2786	3516
gene-b2787	399
gene-b2788	183
gene-b2789	100
gene-b2790	1881
gene-b2791	1339
gene-b2792	1289
gene-b4408	12336
gene-b2793	933
gene-b2794	1914
gene-b2795	7330
gene-b2796	501393
gene-b2797	280852
gene-b2798	4149
gene-b2799	968
gene-b2800	171
gene-b2801	1174
gene-b2802	6330
gene-b2803	4100
gene-b2804	1076
gene-b2805	5969
gene-b2806	2839
gene-b2807	1201
gene-b2808	610
gene-b4443	23691
gene-b2809	291
gene-b2810	2140
gene-b2811	2073
gene-b2812	1748
gene-b2813	1274
gene-b2814	61
gene-b2815	108
gene-b2816	125
gene-b2817	1076
gene-b2818	952
gene-b2819	2311
gene-b2820	5345
gene-b2821	2737
gene-b2822	3751
gene-b2823	125
gene-b2824	119
gene-b2825	167
gene-b2826	46
gene-b2827	3596
gene-b2828	5530
gene-b2829	9083
gene-b2830	3102
gene-b4610	34
gene-b2831	137
gene-b2832	2853
gene-b2833	380
gene-b2834	871
gene-b2835	405
gene-b2836	994
gene-b4444	13
gene-b4445	7
gene-b2837	1365
gene-b2838	234
gene-b2839	526
gene-b2840	337
gene-b2841	835
gene-b2842	279
gene-b2843	370
gene-b2844	7553
gene-b2845	5767
gene-b2846	107
gene-b2847	253
gene-b2848	142
gene-b4683	11
gene-b2849	32
gene-b2851	13
gene-b2852	68
gene-b2853	49
gene-b2860	29
gene-b2861	23
gene-b2863	532
gene-b2864	179
gene-b2865	880
gene-b2866	525
gene-b2867	193
gene-b2868	116
gene-b2869	7242
gene-b2870	76
gene-b2871	86
gene-b2872	218
gene-b2873	68
gene-b2874	147
gene-b2875	2396
gene-b2876	1483
gene-b2877	223
gene-b2878	348
gene-b2879	43
gene-b2880	38
gene-b2881	251
gene-b2882	55
gene-b2883	169
gene-b4464	112
gene-b2886	51
gene-b2887	100
gene-b2888	24
gene-b4684	6
gene-b4753	10
gene-b2889	837
gene-b2890	37631
gene-b2891	8710
gene-b2892	8047
gene-b2893	3261
gene-b2894	2132
gene-b2895	1852
gene-b2896	3991
gene-b2897	3818
gene-b2898	17154
gene-b2899	1704
gene-b2900	2469
gene-b2901	9579
gene-b2902	220
gene-b2903	22932
gene-b2904	10917
gene-b2905	8560
gene-b4754	31
gene-b2906	3909
gene-b2907	7591
gene-b2908	14401
gene-b2909	20095
gene-b2910	2112
gene-b2911	4563
gene-b2912	1658
gene-b4446	196
gene-b4665	47
gene-b2913	2299
gene-b2914	10016
gene-b2916	326
gene-b2917	183
gene-b2918	70
gene-b2919	64
gene-b2920	141
gene-b2921	290
gene-b2922	2420
gene-b2923	803
gene-b2924	3264
gene-b2925	141862
gene-b2926	54389
gene-b2927	10326
gene-b2928	978
gene-b2929	907
gene-b2930	144
gene-b4465	120
gene-b2933	209
gene-b2934	16
gene-b2935	36972
gene-b2936	6142
