Geneid	1714__30min_MMC_N=3_library-read-1.fastq.gz
gene-b2940	101
gene-b2941	44
gene-b2942	249
gene-b2943	1479
gene-b2944	39
gene-b2945	140
gene-b2946	803
gene-b2947	3280
gene-b2948	1341
gene-b2949	270
gene-b2950	216
gene-b2951	824
gene-b2952	692
gene-b2953	57
gene-b2954	261
gene-b2955	237
gene-b2956	170
gene-b2957	381
gene-b2958	5538
gene-b2959	8914
gene-b2960	11040
gene-b2961	523
gene-b2962	295
gene-b2963	298
gene-b2964	10959
gene-b2965	293
gene-b2966	754
gene-b2967	11
gene-b2968	271
gene-b2971	6
gene-b2972	60
gene-b4466	3321
gene-b2975	1830
gene-b2976	5248
gene-b2977	1166
gene-b4467	1534
gene-b4468	479
gene-b2979	1008
gene-b2980	8851
gene-b2981	511
gene-b2982	39
gene-b2983	169
gene-b2984	22
gene-b2985	49
gene-b2986	33
gene-b2987	225
gene-b2988	7341
gene-b2989	2132
gene-b2990	197
gene-b2991	330
gene-b2992	706
gene-b2993	750
gene-b2994	1223
gene-b2995	336
gene-b2996	204
gene-b2997	359
gene-b2998	54
gene-b4755	1860
gene-b3001	9562
gene-b3002	1589
gene-b3003	5814
gene-b3005	12694
gene-b3006	14617
gene-b3008	683
gene-b3009	8585
gene-b3010	4288
gene-b3011	3822
gene-b3012	18600
gene-b3013	240
gene-b3014	35
gene-b4469	162
gene-b3017	1034
gene-b3018	436
gene-b3019	2132
gene-b3020	1078
gene-b3021	24762
gene-b3022	4214
gene-b3023	3194
gene-b3024	20486
gene-b3025	235
gene-b3026	835
gene-b3027	50
gene-b3028	4159
gene-b3029	16085
gene-b3030	2807
gene-b3031	2145
gene-b3032	6236
gene-b3033	2047
gene-b3034	961
gene-b3035	3201
gene-b3036	813
gene-b3037	3599
gene-b3038	3582
gene-b3039	911
gene-b3040	12001
gene-b4756	662
gene-b3041	27347
gene-b3042	960
gene-b3043	58
gene-b3044	21
gene-b3045	73
gene-b3047	19
gene-b3048	268
gene-b3049	30042
gene-b3050	370
gene-b3051	125
gene-b4447	567
gene-b4664	479
gene-b4611	210
gene-b4666	130
gene-b3052	2051
gene-b3053	2877
gene-b3054	1882
gene-b3055	2475
gene-b3056	4291
gene-b3057	784
gene-b3058	563
gene-b3059	1650
gene-b3060	407
gene-b3061	35
gene-b3062	149
gene-b3063	80
gene-b3064	876
gene-b3065	1590
gene-b3066	8751
gene-b3067	136189
gene-b3068	2551
gene-b3069	6
gene-b3070	601
gene-b3071	1835
gene-b3072	826
gene-b3073	113112
gene-b3074	3315
gene-b3075	59
gene-b3076	232
gene-b3077	106
gene-b3078	185
gene-b3079	10
gene-b3080	68
gene-b3081	1714
gene-b3082	228
gene-b3083	231
gene-b3084	324
gene-b3085	290
gene-b3086	9
gene-b3087	10583
gene-b3088	130
gene-b3089	27605
gene-b3090	1035
gene-b3091	9168
gene-b3092	11618
gene-b3093	7829
gene-b3094	13380
gene-b3095	9107
gene-b3096	3043
gene-b3097	20557
gene-b3098	21405
gene-b3099	56300
gene-b3100	36503
gene-b3101	341
gene-b3102	19826
gene-b3103	4089
gene-b3104	425
gene-b3105	490
gene-b3106	282
gene-b3107	161
gene-b4470	395
gene-b3110	115
gene-b4471	475
gene-b3113	232
gene-b3114	390
gene-b3115	180
gene-b3116	595
gene-b3117	318
gene-b3118	91
gene-b3119	13
gene-b3120	32
gene-b3121	14
gene-b3123	3536
gene-b3124	1637
gene-b3125	523
gene-b3126	240
gene-b3127	141
gene-b3128	850
gene-b3129	4663
gene-b3130	5527
gene-b3131	1175
gene-b3132	308
gene-b3133	165
gene-b3136	52
gene-b3137	36
gene-b3138	67
gene-b3139	100
gene-b3140	965
gene-b3141	320
gene-b3142	217
gene-b3143	89
gene-b3144	14355
gene-b3145	499
gene-b3146	400
gene-b3147	3189
gene-b3148	256
gene-b3149	660
gene-b3150	479
gene-b3151	1071
gene-b3152	5351
gene-b3153	1086
gene-b3154	461
gene-b3155	1409
gene-b3156	4565
gene-b3157	6996
gene-b3158	52
gene-b3159	28
gene-b3160	2183
gene-b3161	566
gene-b3162	33768
gene-b4685	1556
gene-b3163	19614
gene-b3164	8657
gene-b4449	551
gene-b3165	4291
gene-b3166	1102
gene-b3167	1177
gene-b3168	13487
gene-b3169	6004
gene-b3170	1473
gene-b3171	141
gene-b3172	1821
gene-b3173	477
gene-b3174	787
gene-b3175	1676
gene-b3176	2515
gene-b3177	762
gene-b3178	152496
gene-b3179	63979
gene-b3180	2478
gene-b3181	1742
gene-b3182	278
gene-b3183	39525
gene-b3184	5552
gene-b3185	9882
gene-b3186	9203
gene-b3187	2558
gene-b3188	30
gene-b3189	511
gene-b3190	242
gene-b3191	3328
gene-b3192	8299
gene-b3193	2703
gene-b3194	897
gene-b3195	2114
gene-b3196	786
gene-b3197	3249
gene-b3198	5059
gene-b3199	10363
gene-b3200	5336
gene-b3201	6878
gene-b3202	12457
gene-b3203	3276
gene-b3204	3039
gene-b3205	1714
gene-b3206	517
gene-b3207	107427
gene-b3208	41287
gene-b3209	1095
gene-b4450	731
gene-b3210	5012
gene-b3211	133
gene-b3212	2686
gene-b3213	1547
gene-b3214	76
gene-b3215	118
gene-b3216	738
gene-b3218	22
gene-b3219	525
gene-b3220	873
gene-b3221	624
gene-b3222	2828
gene-b3223	1751
gene-b3224	8827
gene-b3225	17830
gene-b3226	1000
gene-b3227	64
gene-b3228	2547
gene-b3229	7693
gene-b3230	4680
gene-b3231	3520
gene-b3232	450
gene-b3233	26787
gene-b3234	4157
gene-b3235	2725
gene-b3236	25772
gene-b3237	963
gene-b3238	1223
gene-b3239	4534
gene-b3240	297
gene-b3241	277
gene-b3242	428
gene-b3243	913
gene-b3244	7416
gene-b4472	2459
gene-b3247	2757
gene-b3248	2620
gene-b3249	872
gene-b3250	638
gene-b3251	5375
gene-b3252	2827
gene-b3253	7219
gene-b3255	1115
gene-b3256	3843
gene-b3257	2
gene-b3258	3091
gene-b3259	4529
gene-b3260	852
gene-b3261	254
gene-b3262	74
gene-b3263	11
gene-b3264	57
gene-b3265	5
gene-b3266	326
gene-b3267	98
gene-b3269	448
gene-b3270	358
gene-b3271	327
gene-b3272	1541
gene-b3273	55
gene-b3274	111
gene-b3275	72076
gene-b3276	18
gene-b3277	1
gene-b3278	74021
gene-b3279	3902
gene-b3280	4495
gene-b3281	13213
gene-b3282	2419
gene-b3283	16671
gene-b3284	23022
gene-b4473	8381
gene-b3287	34117
gene-b3288	38729
gene-b3289	4256
gene-b3290	5518
gene-b3291	33437
gene-b4550	13249
gene-b3292	6879
gene-b3293	10195
gene-b3294	22752
gene-b3295	56814
gene-b3296	39519
gene-b3297	26454
gene-b3298	16998
gene-b3299	7535
gene-b3300	192050
gene-b3301	35340
gene-b3302	49091
gene-b3303	52680
gene-b3304	41940
gene-b3305	28977
gene-b3306	23059
gene-b3307	17762
gene-b3308	38927
gene-b3309	49184
gene-b3310	21597
gene-b3311	9992
gene-b3312	4052
gene-b3313	8737
gene-b3314	13300
gene-b3315	6554
gene-b3316	1885
gene-b3317	2389
gene-b3318	1181
gene-b3319	1824
gene-b3320	3525
gene-b3321	1690
gene-b3322	101
gene-b3323	80
gene-b3324	115
gene-b3325	136
gene-b3326	57
gene-b3327	227
gene-b3328	37
gene-b3329	19
gene-b3330	66
gene-b3331	76
gene-b3332	378
gene-b3333	269
gene-b3334	184
gene-b3335	825
gene-b3336	2544
gene-b3337	861
gene-b3338	1008
gene-b3339	81168
gene-b3340	270087
gene-b3341	24438
gene-b3342	16468
gene-b3343	1057
gene-b3344	465
gene-b3345	648
gene-b3346	3179
gene-b3347	28610
gene-b3348	153
gene-b3349	8693
gene-b4551	325
gene-b3350	1967
gene-b3351	227
gene-b3352	1078
gene-b3353	620
gene-b3354	320
gene-b3355	622
gene-b3356	674
gene-b3357	8470
gene-b3358	432
gene-b3359	419
gene-b3360	3395
gene-b3361	18884
gene-b3362	9473
gene-b3363	3322
gene-b3364	315
gene-b3365	375
gene-b3366	62
gene-b3367	410
gene-b3368	1972
gene-b3369	37
gene-b3370	74
gene-b3371	296
gene-b4474	227
gene-b3374	639
gene-b3375	526
gene-b3376	333
gene-b3377	307
gene-b3378	58
gene-b3379	141
gene-b3380	24
gene-b3381	227
gene-b3382	226
gene-b3383	528
gene-b3384	2738
gene-b3385	369
gene-b3386	553
gene-b3387	768
gene-b3388	10957
gene-b3389	4734
gene-b3390	2314
gene-b3391	93
gene-b3392	0
gene-b3393	3
gene-b3394	29
gene-b3395	131
gene-b3396	746
gene-b3397	1562
gene-b3398	957
gene-b3399	2361
gene-b3400	6519
gene-b3401	11284
gene-b3402	1733
gene-b3403	15007
gene-b3404	6857
gene-b3405	3577
gene-b3406	109
gene-b3407	507
gene-b3408	1141
gene-b3409	3120
gene-b3410	344
gene-b3411	98
gene-b3412	249
gene-b3413	1083
gene-b3414	12807
gene-b3415	2672
gene-b3416	1810
gene-b3417	2910
gene-b3418	3687
gene-b4475	4712
gene-b3421	5407
gene-b3422	428
gene-b3424	847
gene-b3425	406
gene-b3426	395661
gene-b3427	10379
gene-b3428	16140
gene-b3429	11415
gene-b3430	10364
gene-b3431	9143
gene-b3432	7746
gene-b3433	8923
gene-b3434	374
gene-b4476	764
gene-b3437	681
gene-b3438	3112
gene-b3439	2533
gene-b3440	2569
gene-b4451	238
gene-b3441	35
gene-b3442	24
gene-b3444	7
gene-b3445	22
gene-b4612	21
gene-b3446	521
gene-b3447	753
gene-b3448	90021
gene-b3449	19993
gene-b3450	864
gene-b3451	398
gene-b3452	408
gene-b3453	5757
gene-b3454	204
gene-b3455	240
gene-b3456	203
gene-b3457	287
gene-b3458	553
gene-b3459	81
gene-b3460	813
gene-b3461	68098
gene-b3462	11352
gene-b3463	9205
gene-b3464	4381
gene-b3465	386
gene-b3466	283
gene-b3467	181
gene-b3468	1195
gene-b3469	1460
gene-b3470	539
gene-b3471	175
gene-b3472	1895
gene-b3473	330
gene-b3474	5315
gene-b3475	2555
gene-b3476	31
gene-b3477	47
gene-b3478	15
gene-b3479	54
gene-b3480	262
gene-b3481	1616
gene-b3482	194
gene-b3483	8
gene-b3484	124
gene-b3485	426
gene-b3486	1900
gene-b3487	3046
gene-b3488	577
gene-b3491	19987
gene-b3492	1301
gene-b3493	25146
gene-b3494	53579
gene-b3495	34941
gene-b3496	19704
gene-b3497	2676
gene-b3498	23557
gene-b3499	3367
gene-b3500	3125
gene-b4613	430
gene-b4712	64
gene-b4713	146
gene-b3501	79
gene-b3502	1064
gene-b3503	452
gene-b3505	148
gene-b3506	79039
gene-b3507	1105
gene-b3508	1262
gene-b3509	162507
gene-b3510	198677
gene-b3511	58039
gene-b4704	3336
gene-b3512	27585
gene-b4718	13777
gene-b3513	719
gene-b3514	1185
gene-b3515	4008
gene-b4452	2646
gene-b3516	11425
gene-b3517	88863
gene-b3518	430
gene-b3519	12312
gene-b3520	810
gene-b3521	168
gene-b3522	13696
gene-b3523	900
gene-b3524	30254
gene-b3525	130
gene-b3526	535
gene-b3527	2118
gene-b3528	19865
gene-b3529	3179
gene-b3530	5003
gene-b3531	28
gene-b3532	193
gene-b3533	277
gene-b3535	508
gene-b3536	1358
gene-b3537	321
gene-b3538	631
gene-b4453	383
gene-b4454	162
gene-b3539	137
gene-b3540	118
gene-b3541	59
gene-b3542	83
gene-b3543	82
gene-b3544	2280
gene-b3545	43
gene-b3546	697
gene-b3547	280
gene-b3548	6330
gene-b3549	430
gene-b3550	444
gene-b3551	2789
gene-b3552	74
gene-b3553	636
gene-b3554	15839
gene-b3555	19277
gene-b3556	599
gene-b4455	24
gene-b3557	43
gene-b3558	55
gene-b3559	10815
gene-b3560	3531
gene-b4553	85
gene-b3561	516
gene-b3562	78
gene-b3563	56
gene-b3564	10317
gene-b3565	4185
gene-b3566	130
gene-b3567	74
gene-b3568	688
gene-b3569	485
gene-b3570	3367
gene-b3571	1325
gene-b3572	3136
gene-b3573	105
gene-b3574	926
gene-b3575	171
gene-b3576	47
gene-b3577	14
gene-b3578	31
gene-b3579	83
gene-b3580	101
gene-b3581	16
gene-b3582	121
gene-b3583	388
gene-b3584	715
gene-b3585	756
gene-b3586	592
gene-b3587	3
gene-b3588	10544
gene-b3589	46
gene-b3590	1598
gene-b3591	1105
gene-b3592	1507
gene-b3593	836
gene-b3594	2532
gene-b3596	22
gene-b4615	15
gene-b3597	3944
gene-b3598	3042
gene-b3599	27478
gene-b3600	19724
gene-b3601	80848
gene-b4554	84582
gene-b3602	776
gene-b3603	3122
gene-b3604	1298
gene-b3605	891
gene-b3606	196
gene-b3607	3404
gene-b3608	131091
gene-b3609	225423
gene-b3610	7929
gene-b3611	4209
gene-b3612	5211
gene-b3613	449
gene-b3614	268
gene-b3615	138
gene-b3616	10681
gene-b3617	5960
gene-b3618	536
gene-b3619	31345
gene-b3620	4269
gene-b3621	415
gene-b3622	503
gene-b3623	249
gene-b3624	300
gene-b3625	251
gene-b3626	547
gene-b3627	748
gene-b3628	895
gene-b3629	775
gene-b3630	587
gene-b3631	2040
gene-b3632	2021
gene-b3633	636
gene-b3634	816
gene-b3635	976
gene-b3636	2173
gene-b3637	2635
gene-b3638	190
gene-b3639	1321
gene-b3640	346
gene-b3641	263
gene-b3642	146
gene-b3643	566
gene-b3644	1814
gene-b3645	667
gene-b3646	14
gene-b3647	335
gene-b3648	8353
gene-b3649	11126
gene-b3650	4639
gene-b3651	52
gene-b3652	266
gene-b3653	4596
gene-b3654	195
gene-b3655	7046
gene-b3656	459
gene-b3657	46
gene-b3658	12
gene-b3659	178
gene-b3660	1051
gene-b3661	1906
gene-b4555	97
gene-b3662	306
gene-b3663	1043
gene-b3664	236
gene-b3665	658
gene-b3666	151
gene-b3667	291
gene-b3668	281
gene-b3669	525
gene-b3670	2478
gene-b3671	4023
gene-b3672	95
gene-b4616	44
gene-b4618	3514
gene-b3673	598
gene-b3674	735
gene-b3675	714
gene-b3676	1040
gene-b3677	51
gene-b3678	309
gene-b3679	172
gene-b3680	73
gene-b3681	27
gene-b3682	10
gene-b3683	21
gene-b3684	404
gene-b3685	1896
gene-b3686	6064
gene-b3687	29072
gene-b3688	1372
gene-b3689	635
gene-b3690	273
gene-b3691	204
gene-b4478	223
gene-b4477	83
gene-b3693	742
gene-b4479	757
gene-b3696	457
gene-b3697	1850
gene-b3698	1836
gene-b3699	15739
gene-b3700	1388
gene-b3701	3212
gene-b3702	5062
gene-b4757	491
gene-b3703	10339
gene-b3704	8062
gene-b4557	114
gene-b3705	1078
gene-b3706	5250
gene-b3707	424
gene-b3708	7081
gene-b3709	820
gene-b3710	102
gene-b3711	326
gene-b3712	974
gene-b3713	2417
gene-b3714	393
gene-b3715	234
gene-b3716	113
gene-b3717	302
gene-b3718	76
gene-b3719	11
gene-b3720	101
gene-b3721	55
gene-b3722	6
gene-b3723	53
gene-b3724	1291
gene-b3725	2692
gene-b3726	870
gene-b3727	2122
gene-b3728	4907
gene-b3729	22909
gene-b3730	7005
gene-b3731	3628
gene-b3732	13382
gene-b3733	6337
gene-b3734	6367
gene-b3735	1610
gene-b3736	1448
gene-b3737	1885
gene-b3738	1776
gene-b3739	263
gene-b3740	178
gene-b3741	1545
gene-b3742	638
gene-b3743	255
gene-b3744	783
gene-b3745	555
gene-b3746	1290
gene-b3747	3162
gene-b3748	7185
gene-b3749	4357
gene-b3750	1650
gene-b3751	2989
gene-b3752	433
gene-b3753	327
gene-b3754	244
gene-b3755	790
gene-b3756	390973
gene-b3757	348
gene-b3758	304368
gene-b3759	756
gene-b3760	404
gene-b3761	1106
gene-b4480	383
gene-b3764	3503
gene-b3765	1810
gene-b3766	351
gene-b4669	136
gene-b3769	122
gene-b3770	1201
gene-b3771	1998
gene-b3772	1207
gene-b3773	1393
gene-b3774	302
gene-b3775	279
gene-b3778	1200
gene-b3779	2138
gene-b3780	11535
gene-b3781	16016
gene-b3782	2219
gene-b3783	18611
gene-b3784	1536
gene-b3785	866
gene-b3786	357
gene-b3787	490
gene-b3788	505
gene-b3789	532
gene-b3790	550
gene-b3791	1791
gene-b3792	1151
gene-b4481	1499
gene-b3793	767
gene-b3794	368
gene-b3795	2164
gene-b3796	617
gene-b3797	2011
gene-b3798	1026
gene-b3799	188
gene-b3800	136
gene-b3801	642
gene-b4456	1827
gene-b3802	1382
gene-b3803	1086
gene-b3804	1724
gene-b3805	6103
gene-b3806	29713
gene-b3807	418
gene-b3808	269
gene-b4558	741
gene-b3809	1594
gene-b3810	548
gene-b3811	160
gene-b3812	466
gene-b3813	2907
gene-b4482	212
gene-b3816	15630
gene-b3817	75
gene-b3818	1
gene-b3819	252
gene-b3820	1309
gene-b3821	323
gene-b3822	179
gene-b3823	385
gene-b3824	211
gene-b3825	1467
gene-b3826	628
gene-b3827	302
gene-b3828	159
gene-b3829	774
gene-b3830	6085
gene-b3831	4768
gene-b3832	739
gene-b3833	1213
gene-b3834	1021
gene-b4707	235
gene-b3835	1046
gene-b3836	2848
gene-b3838	1374
gene-b3839	325
gene-b4483	215
gene-b3842	464
gene-b3843	9883
gene-b3844	4029
gene-b3845	5352
gene-b3846	6393
gene-b3847	1372
gene-b3848	592
gene-b3849	5370
gene-b3850	616
gene-b3851	121894
gene-b3852	27
gene-b3853	32
gene-b3854	351520
gene-b3855	1353
gene-b3856	706
gene-b3857	379
gene-b3858	560
gene-b3859	1098
gene-b3860	3024
gene-b3861	45
gene-b3862	43
gene-b3863	5791
gene-b3864	222
gene-b3865	1591
gene-b4457	47115
gene-b3866	1608
gene-b3867	4413
gene-b4686	2594
gene-b3868	2403
gene-b3869	1498
gene-b3870	481
gene-b3871	21181
gene-b3872	266
gene-b3873	375
gene-b3874	39
gene-b3875	93
gene-b3876	1121
gene-b3877	125
gene-b3878	373
gene-b3879	85
gene-b3880	128
gene-b3881	267
gene-b3882	40
gene-b3883	1478
gene-b3884	1216
gene-b3885	1900
gene-b3886	7557
gene-b3887	7171
gene-b3888	7788
gene-b3889	94
gene-b3890	282
gene-b3891	1041
gene-b3892	1953
gene-b3893	6113
gene-b3894	18373
gene-b3895	1407
gene-b3896	37
gene-b3897	34
gene-b3898	240
gene-b3899	243
gene-b3900	13
gene-b3901	26
gene-b3902	122
gene-b3903	45
gene-b3904	88
gene-b3905	139
gene-b3906	481
gene-b3907	684
gene-b3908	10638
gene-b3909	471
gene-b3910	4001
gene-b3911	3997
gene-b3912	3483
gene-b4484	3782
gene-b4716	1925
gene-b3915	3536
gene-b3916	27450
gene-b3917	75
gene-b3918	206
gene-b3919	5198
gene-b3920	162
gene-b3921	771
gene-b3922	10230
gene-b3923	19304
gene-b3924	4953
gene-b3925	3069
gene-b3926	77589
gene-b3927	82855
gene-b3928	3478
gene-b3929	4500
gene-b3930	360
gene-b3931	32546
gene-b3932	8085
gene-b3933	1260
gene-b3934	858
gene-b3935	417
gene-b3936	12303
gene-b3937	461
gene-b3938	1003
gene-b3939	307
gene-b3940	1508
gene-b3941	620
gene-b3942	8766
gene-b3943	163
gene-b3944	25
gene-b3945	656
gene-b3946	103
gene-b3947	366
gene-b3949	70
gene-b3950	63
gene-b3951	482
gene-b3952	51
gene-b3953	72
gene-b3954	240
gene-b3955	1175
gene-b3956	5608
gene-b3957	1582
gene-b3958	149
gene-b3959	348
gene-b3960	4100
gene-b4458	3
gene-b3961	869
gene-b3962	10331
gene-b3963	5279
gene-b3964	8431
gene-b3965	17582
gene-b3966	1850
gene-b3967	1369
gene-b3968	1327
gene-b3969	423
gene-b3970	623
gene-b3971	12
gene-b3972	745
gene-b3973	1288
gene-b3974	300
gene-b3976	85
gene-b3977	143
gene-b3978	249
gene-b3979	189
gene-b3980	3957
gene-b3981	16436
gene-b3982	11933
gene-b3983	9811
gene-b3984	24105
gene-b3985	18144
gene-b3986	88479
gene-b3987	152332
gene-b3988	169836
gene-b3989	77
gene-b4691	474
gene-b3990	7134
gene-b3991	3973
gene-b4407	4063
gene-b3992	11228
gene-b3993	4057
gene-b3994	22859
gene-b3995	5480
gene-b3996	2057
gene-b3997	1125
gene-b3998	724
gene-b3999	955
gene-b4000	2592
gene-b4001	461
gene-b4002	570
gene-b4003	383
gene-b4004	971
gene-b4005	380
gene-b4006	101
gene-b4007	825
gene-b4008	192
gene-b4009	915
gene-b4010	0
gene-b4011	660
gene-b4012	853
gene-b4013	129
gene-b4014	82986
gene-b4015	66656
gene-b4016	88522
gene-b4017	124
gene-b4018	702
gene-b4019	2531
gene-b4020	2598
gene-b4021	274
gene-b4022	1243
gene-b4023	704
gene-b4024	1188
gene-b4025	23489
gene-b4026	1558
gene-b4027	1
gene-b4028	23
gene-b4029	804
gene-b4620	265
gene-b4030	189
gene-b4031	1388
gene-b4032	273
gene-b4033	178
gene-b4034	242
gene-b4035	33
gene-b4036	280
gene-b4037	622
gene-b4039	1137
gene-b4040	4072
gene-b4041	17974
gene-b4042	1904
gene-b4043	21044
gene-b4044	5759
gene-b4045	2223
gene-b4046	1465
gene-b4047	2
gene-b4048	4
gene-b4049	423
gene-b4050	628
gene-b4051	13528
gene-b4052	1010
gene-b4053	328
gene-b4054	236
gene-b4621	6
gene-b4055	65
gene-b4056	5636
gene-b4057	5538
gene-b4058	26928
gene-b4059	4519
gene-b4060	113
gene-b4061	9088
gene-b4062	12459
gene-b4063	2494
gene-b4459	2474
gene-b4064	198
gene-b4065	1794
gene-b4066	33
gene-b4067	2611
gene-b4068	658
gene-b4069	20337
gene-b4070	118
gene-b4071	74
gene-b4072	71
gene-b4073	95
gene-b4074	305
gene-b4075	91
gene-b4076	96
gene-b4077	939
gene-b4078	664
gene-b4079	1617
gene-b4080	40
gene-b4081	338
gene-b4082	47
gene-b4622	0
gene-b4083	30
gene-b4084	747
gene-b4085	182
gene-b4086	218
gene-b4087	143
gene-b4088	78
gene-b4089	566
gene-b4090	136
gene-b4487	652
gene-b4092	1123
gene-b4093	462
gene-b4094	239
gene-b4095	131
gene-b4096	258
gene-b4097	133
gene-b4098	21
gene-b4099	28
gene-b4100	28
gene-b4101	58
gene-b4102	19
gene-b4105	28
gene-b4106	102
gene-b4107	17010
gene-b4108	7250
gene-b4109	238
gene-b4110	113
gene-b4111	1806
gene-b4703	448
gene-b4112	1023
gene-b4113	2539
gene-b4114	1033
gene-b4115	228
gene-b4116	312
gene-b4117	420
gene-b4118	1018
gene-b4119	2079
gene-b4120	1609
gene-b4121	110
gene-b4122	278
gene-b4123	157
gene-b4124	372
gene-b4125	294
gene-b4126	1109
gene-b4127	2607
gene-b4128	327
gene-b4559	279
gene-b4129	3019
gene-b4130	220
gene-b4131	462
gene-b4132	87
gene-b4133	728
gene-b4134	348
gene-b4135	4350
gene-b4136	906
gene-b4137	364
gene-b4138	10589
gene-b4139	19131
gene-b4140	51043
gene-b4141	4259
gene-b4142	49062
gene-b4143	295559
gene-b4144	461
gene-b4145	321
gene-b4146	589
gene-b4147	2483
gene-b4410	296
gene-b4411	2047
gene-b4148	1418
gene-b4149	3975
gene-b4150	279
gene-b4151	2980
gene-b4152	4049
gene-b4153	8252
gene-b4154	15435
gene-b4155	581
gene-b4156	547
gene-b4157	123
gene-b4158	159
gene-b4159	641
gene-b4160	1573
gene-b4161	4026
gene-b4162	401
gene-b4163	28
gene-b4164	108
gene-b4165	289
gene-b4670	19
gene-b4166	4433
gene-b4167	14829
gene-b4168	995
gene-b4169	1479
gene-b4170	1431
gene-b4171	30581
gene-b4172	8079
gene-b4173	10026
gene-b4174	14464
gene-b4175	4088
gene-b4176	49
gene-b4177	18702
gene-b4178	2625
gene-b4179	22545
gene-b4180	3314
gene-b4181	1
gene-b4182	79
gene-b4183	46
gene-b4184	32
gene-b4185	38
gene-b4186	139
gene-b4187	100418
gene-b4188	34086
gene-b4189	7503
gene-b4190	353
gene-b4191	349
gene-b4192	1438
gene-b4193	330
gene-b4194	164
gene-b4195	241
gene-b4196	458
gene-b4197	708
gene-b4198	677
gene-b4199	7823
gene-b4200	2046
gene-b4201	757
gene-b4202	741
gene-b4203	9307
gene-b4204	23
gene-b4206	1582
gene-b4207	317
gene-b4208	11558
gene-b4209	1510
gene-b4210	715
gene-b4211	232
gene-b4212	2111
gene-b4213	1133
gene-b4214	117409
gene-b4215	362
gene-b4216	2201
gene-b4217	5359
gene-b4218	2235
gene-b4219	2878
gene-b4220	354
gene-b4221	2830
gene-b4222	554
gene-b4223	319
gene-b4224	10514
gene-b4225	9103
gene-b4226	2921
gene-b4227	15519
gene-b4485	5644
gene-b4230	3138
gene-b4231	3763
gene-b4232	7419
gene-b4233	2781
gene-b4234	36910
gene-b4235	5377
gene-b4237	6440
gene-b4238	81627
gene-b4239	339
gene-b4240	805
gene-b4241	725
gene-b4702	1084
gene-b4242	1317
gene-b4243	858
gene-b4244	52
gene-b4245	7
gene-b4246	133
gene-b4248	865
gene-b4249	103
gene-b4251	178
gene-b4252	3782
gene-b4253	219
gene-b4254	375
gene-b4255	4972
gene-b4256	232
gene-b4257	189
gene-b4258	11382
gene-b4259	667
gene-b4260	8880
gene-b4261	7078
gene-b4262	9104
gene-b4263	6254
gene-b4264	234
gene-b4265	405
gene-b4266	143
gene-b4267	167
gene-b4268	842
gene-b4269	4838
gene-b4270	51
gene-b4272	15
gene-b4273	775
gene-b4277	55
gene-b4278	1357
gene-b4279	1687
gene-b4280	1920
gene-b4655	2
gene-b4284	46
gene-b4287	293
gene-b4288	130
gene-b4289	120
gene-b4290	213
gene-b4291	597
gene-b4292	1863
gene-b4293	2719
gene-b4294	769
gene-b4295	5146
gene-b4296	73
gene-b4297	871
gene-b4298	283
gene-b4299	210
gene-b4300	952
gene-b4301	1180
gene-b4302	799
gene-b4624	613
gene-b4303	2562
gene-b4304	3026
gene-b4565	950
gene-b4305	5468
gene-b4306	121
gene-b4307	140
gene-b4566	159
gene-b4309	294
gene-b4310	2588
gene-b4311	119
gene-b4312	80
gene-b4313	36
gene-b4314	936
gene-b4315	80
gene-b4316	9
gene-b4317	381
gene-b4318	88
gene-b4319	101
gene-b4320	391
gene-b4321	697
gene-b4322	2730
gene-b4323	3064
gene-b4324	6085
gene-b4325	56
gene-b4720	11
gene-b4721	170
gene-b4722	192
gene-b4326	2185
gene-b4327	1197
gene-b4328	317
gene-b4329	53
gene-b4330	74
gene-b4331	68
gene-b4332	407
gene-b4333	97
gene-b4715	172
gene-b4334	111
gene-b4335	904
gene-b4336	2591
gene-b4337	251
gene-b4340	1331
gene-b4341	39
gene-b4342	321
gene-b4345	69
gene-b4346	6040
gene-b4347	210
gene-b4625	36
gene-b4348	99
gene-b4349	613
gene-b4350	1639
gene-b4351	970
gene-b4352	483
gene-b4353	108
gene-b4354	688
gene-b4355	835
gene-b4356	1413
gene-b4357	379
gene-b4358	66
gene-b4359	3569
gene-b4360	236
gene-b4361	1188
gene-b4362	1715
gene-b4363	119
gene-b4364	265
gene-b4365	5
gene-b4366	1007
gene-b4367	12576
gene-b4567	13628
gene-b4368	10134
gene-b4369	5510
gene-b4370	1609
gene-b4371	1021
gene-b4372	194
gene-b4373	1010
gene-b4374	2823
gene-b4375	603
gene-b4376	157216
gene-b4568	10323
gene-b4377	3070
gene-b4378	1697
gene-b4379	355
gene-b4380	7798
gene-b4381	23594
gene-b4382	18873
gene-b4383	45605
gene-b4384	28286
gene-b4385	1184
gene-b4386	415
gene-b4387	295
gene-b4388	572
gene-b4389	1422
gene-b4390	7452
gene-b4391	4949
gene-b4392	5053
gene-b4393	359
gene-b4394	460
gene-b4395	11056
gene-b4396	24599
gene-b4397	506
gene-b4398	274
gene-b4399	249
gene-b4400	434
gene-b4401	250947
gene-b4402	6632
gene-b4403	126
