Geneid	1714__ROC_MMC_N=3_library-read-1.fastq.gz
gene-b4722	173
gene-b4326	363
gene-b4327	1650
gene-b4328	1188
gene-b4329	121
gene-b4330	209
gene-b4331	389
gene-b4332	713
gene-b4333	947
gene-b4715	185
gene-b4334	491
gene-b4335	661
gene-b4336	954
gene-b4337	702
gene-b4340	988
gene-b4341	182
gene-b4342	2460
gene-b4345	1706
gene-b4346	6547
gene-b4347	1310
gene-b4625	336
gene-b4348	1934
gene-b4349	2596
gene-b4350	3190
gene-b4351	835
gene-b4352	1755
gene-b4353	289
gene-b4354	8525
gene-b4355	1123
gene-b4356	1626
gene-b4357	442
gene-b4358	903
gene-b4359	3371
gene-b4360	522
gene-b4361	1595
gene-b4362	1698
gene-b4363	235
gene-b4364	1039
gene-b4365	1603
gene-b4366	5835
gene-b4367	11021
gene-b4567	4342
gene-b4368	3175
gene-b4369	2036
gene-b4370	950
gene-b4371	2467
gene-b4372	1393
gene-b4373	1722
gene-b4374	3251
gene-b4375	9765
gene-b4376	2115
gene-b4568	284
gene-b4377	1000
gene-b4378	806
gene-b4379	1044
gene-b4380	5758
gene-b4381	10339
gene-b4382	10907
gene-b4383	23135
gene-b4384	10003
gene-b4385	1061
gene-b4386	955
gene-b4387	687
gene-b4388	1394
gene-b4389	2875
gene-b4390	2166
gene-b4391	3410
gene-b4392	2160
gene-b4393	1354
gene-b4394	866
gene-b4395	1448
gene-b4396	1683
gene-b4397	1348
gene-b4398	943
gene-b4399	766
gene-b4400	761
gene-b4401	16801
gene-b4402	604
gene-b4403	1160
