Geneid	1714__ROC_-_N=3_library-read-1.fastq.gz
gene-b1464	543
gene-b1465	366
gene-b1466	193
gene-b1467	340
gene-b1468	1086
gene-b1469	235
gene-b1471	6
gene-b1472	3
gene-b1473	133
gene-b1474	1096
gene-b1475	212
gene-b1476	281
gene-b1477	961
gene-b1478	369
gene-b1479	8406
gene-b1480	522
gene-b1481	66
gene-b1482	679
gene-b1483	339
gene-b1484	128
gene-b1485	273
gene-b1486	282
gene-b1487	393
gene-b1488	127
gene-b1489	417
gene-b1490	562
gene-b4746	256
gene-b1491	645
gene-b1492	66922
gene-b1493	23011
gene-b1494	717
gene-b1495	256
gene-b1496	207
gene-b4747	194
gene-b1497	3204
gene-b1498	3158
gene-b1499	50
gene-b1500	1
gene-b1501	388
gene-b1502	15
gene-b1503	5
gene-b1504	7
gene-b1505	79
gene-b1507	587
gene-b1508	265
gene-b1511	10702
gene-b1512	21257
gene-b1513	14181
gene-b1514	10805
gene-b1515	12510
gene-b1516	12651
gene-b1517	31672
gene-b1518	7489
gene-b1519	9495
gene-b1520	1072
gene-b1521	4628
gene-b1522	507
gene-b1523	532
gene-b1524	2130
gene-b1525	1443
gene-b1526	657
gene-b1527	105
gene-b1528	213
gene-b1529	803
gene-b1530	334
gene-b1531	557
gene-b1532	724
gene-b1533	1681
gene-b1534	566
gene-b4599	7549
gene-b4698	128
gene-b1535	1605
gene-b1536	52
gene-b1537	437
gene-b1538	10087
gene-b1539	5100
gene-b1540	725
gene-b1541	80
gene-b1542	182
gene-b1543	221
gene-b4748	612
gene-b1544	166
gene-b1545	39
gene-b1546	24
gene-b1547	18
gene-b1548	26
gene-b4533	24
gene-b1549	130
gene-b1550	2174
gene-b1551	28
gene-b4749	13
gene-b4724	46
gene-b1552	110
gene-b1553	39
gene-b4689	36
gene-b1554	64
gene-b1555	53
gene-b1556	51
gene-b1557	2104
gene-b1558	155
gene-b4750	282
gene-b1559	95
gene-b1560	108
gene-b1561	149
gene-b1562	1172
gene-b1563	686
gene-b1564	754
gene-b1565	496
gene-b1566	192
gene-b1567	79
gene-b1568	50
gene-b1569	13
gene-b1570	1311
gene-b1571	35
gene-b1572	43
gene-b1573	42
gene-b1574	31
gene-b1575	41
gene-b1576	7
gene-b4534	100
gene-b1580	1909
gene-b1581	1613
gene-b1582	97
gene-b1583	245
gene-b1584	2345
gene-b1585	1390
gene-b1586	189
gene-b1587	107
gene-b1588	595
gene-b1589	84
gene-b1590	3594
gene-b1591	2697
gene-b1592	372
gene-b1593	2057
gene-b1594	5312
gene-b1595	224
gene-b1596	19330
gene-b1597	195
gene-b4601	67
gene-b1598	1023
gene-b1599	758
gene-b1600	493
gene-b1601	988
gene-b1602	20052
gene-b1603	3689
gene-b1604	6097
gene-b1605	224
gene-b1606	1055
gene-b1607	1370
gene-b1608	2390
gene-b1609	2805
gene-b1610	2341
gene-b1611	5525
gene-b1612	87804
gene-b1613	5421
gene-b1614	2042
gene-b1615	127
gene-b1616	542
gene-b1617	1209
gene-b1618	1524
gene-b1619	7858
gene-b1620	558
gene-b1621	9977
gene-b1622	4862
gene-b1623	6794
gene-b1624	2839
gene-b4409	1974
gene-b1625	1259
gene-b1626	1199
gene-b1627	869
gene-b1628	3338
gene-b1629	2076
gene-b1630	514
gene-b1631	388
gene-b1632	836
gene-b1633	332
gene-b1634	15674
gene-b1635	2040
gene-b1636	1738
gene-b1637	7655
gene-b1638	628
gene-b1639	845
gene-b1640	3285
gene-b1641	13265
gene-b1642	2168
gene-b1643	208
gene-b1644	204
gene-b1645	947
gene-b1646	978
gene-b1647	3379
gene-b1648	94
gene-b1649	215
gene-b1650	778
gene-b1651	1140
gene-b1652	527
gene-b1653	3131
gene-b1654	5720
gene-b1655	1425
gene-b1656	1597
gene-b1657	527
gene-b4602	2972
gene-b1658	1138
gene-b1659	1067
gene-b1660	392
gene-b1661	4530
gene-b1662	13037
gene-b1663	1020
gene-b1664	6521
gene-b1665	53
gene-b1666	57
gene-b1667	1933
gene-b1668	841
gene-b1669	113
gene-b1670	77
gene-b1671	215
gene-b1672	46
gene-b1673	313
gene-b1674	35
gene-b1675	123
gene-b1676	13086
gene-b1677	19013
gene-b1678	775
gene-b1679	318
gene-b1680	1311
gene-b1681	1204
gene-b1682	1390
gene-b1683	1355
gene-b1684	264
gene-b4430	46
gene-b1685	171
gene-b1686	554
gene-b1687	2537
gene-b1688	1738
gene-b4431	242
gene-b1689	348
gene-b1690	94
gene-b1691	20
gene-b1692	121
gene-b1693	386
gene-b1694	65
gene-b1695	74
gene-b1696	279
gene-b1697	171
gene-b1698	178
gene-b1699	96
gene-b1700	102
gene-b1701	351
gene-b1702	31623
gene-b1703	905
gene-b1704	555
gene-b1705	234
gene-b1706	3515
gene-b1707	602
gene-b1708	3043
gene-b1709	251
gene-b1710	785
gene-b1711	1057
gene-b1712	10441
gene-b1713	11815
gene-b1714	4759
gene-b1715	459
gene-b1716	34762
gene-b1717	48882
gene-b1718	117646
gene-b1719	60582
gene-b4535	43
gene-b1722	105
gene-b1723	350
gene-b1724	359
gene-b1725	4024
gene-b1726	4781
gene-b1727	286
gene-b1728	221
gene-b1729	4324
gene-b1730	245
gene-b1731	143
gene-b1732	4133
gene-b1733	1018
gene-b1734	1135
gene-b1735	1358
gene-b1736	1601
gene-b1737	2014
gene-b1738	292
gene-b1739	511
gene-b1740	4401
gene-b1741	1072
gene-b1742	106
gene-b1743	891
gene-b1744	548
gene-b1745	1584
gene-b1746	2407
gene-b1747	803
gene-b1748	1668
gene-b1749	1311
gene-b1750	202
gene-b1751	74
gene-b1752	209
gene-b1753	152
gene-b1754	549
gene-b1755	628
gene-b1756	554
gene-b1757	650
gene-b1758	265
gene-b1759	155
gene-b1760	164
gene-b1761	4228
gene-b1762	506
gene-b1763	12891
gene-b1764	21400
gene-b1765	1404
gene-b1766	5102
gene-b1767	3496
gene-b1768	1283
gene-b1769	566
gene-b1770	749
gene-b1771	237
gene-b1772	246
gene-b1773	260
gene-b1774	269
gene-b1775	432
gene-b1776	240
gene-b1777	1756
gene-b1778	10659
gene-b1779	1259262
gene-b1780	9539
gene-b1781	4044
gene-b1782	1956
gene-b1783	2593
gene-b1784	1106
gene-b1785	62
gene-b1786	2718
gene-b1787	481
gene-b1788	131
gene-b1789	139
gene-b1790	374
gene-b1791	437
gene-b1792	287
gene-b1793	304
gene-b1794	2922
gene-b4676	208
gene-b4675	72
gene-b1795	723
gene-b1796	239
gene-b1797	2059
gene-b1798	1441
gene-b1799	3888
gene-b1800	305
gene-b1801	195
gene-b1802	125
gene-b1803	238
gene-b1804	857
gene-b1805	1333
gene-b1806	961
gene-b1807	2210
gene-b1808	3459
gene-b1809	1283
gene-b1810	211
gene-b1811	245
gene-b1812	2869
gene-b1813	2990
gene-b1814	31100
gene-b1815	620
gene-b1816	2065
gene-b4751	776
gene-b1817	42690
gene-b1818	45247
gene-b1819	64052
gene-b1820	11973
gene-b1821	321
gene-b1822	1050
gene-b1823	661266
gene-b1824	207455
gene-b1825	3426
gene-b1826	264
gene-b4536	909
gene-b1827	17173
gene-b1828	286
gene-b1829	1278
gene-b1830	17120
gene-b1831	5409
gene-b1832	2185
gene-b1833	1390
gene-b1834	2833
gene-b1835	1539
gene-b1836	323
gene-b1837	623
gene-b1838	275
gene-b4432	3335
gene-b4433	2019
gene-b1839	1347
gene-b1840	2389
gene-b1841	3084
gene-b1842	469
gene-b1843	1415
gene-b1844	2206
gene-b1845	2909
gene-b1846	794
gene-b1847	1422
gene-b1848	594
gene-b1849	396
gene-b1850	3107
gene-b1851	898
gene-b1852	10161
gene-b1853	4795
gene-b1854	36547
gene-b1855	5676
gene-b1856	8744
gene-b1857	14521
gene-b1858	1302
gene-b1859	1103
gene-b1860	2073
gene-b1861	2965
gene-b4677	44
gene-b1862	84
gene-b1863	1028
gene-b1864	3515
gene-b1865	8822
gene-b1866	10517
gene-b1867	690
gene-b1868	986
gene-b1869	597
gene-b1870	952
gene-b1871	1325
gene-b1872	934
gene-b1873	229
gene-b4717	232
gene-b1874	2078
gene-b1875	3237
gene-b1876	8338
gene-b1877	1777
gene-b1878	1707
gene-b1879	5396
gene-b1880	7706
gene-b1881	1272
gene-b1882	742
gene-b1883	474
gene-b1884	1213
gene-b1885	2078
gene-b1886	1542
gene-b1887	599
gene-b1888	3391
gene-b1889	732
gene-b1890	822
gene-b1891	4140
gene-b1892	2588
gene-b1893	289
gene-b1894	18
gene-b1895	684
gene-b1896	5719
gene-b1897	1469
gene-b4460	806
gene-b1900	1555
gene-b1901	960
gene-b1902	594
gene-b4537	114
gene-b4663	721
gene-b1904	5131
gene-b1905	4343
gene-b1906	1022
gene-b1907	1564
gene-b1908	907
gene-b1909	887
gene-b1910	1249
gene-b1911	587
gene-b1912	5990
gene-b1913	3082
gene-b1914	773
gene-b4752	250
gene-b1915	949
gene-b1916	565
gene-b4719	148
gene-b1917	1064
gene-b1918	760
gene-b1919	2390
gene-b1920	2150
gene-b1921	5183
gene-b1922	35497
gene-b1923	16334
gene-b1924	1677
gene-b1925	2608
gene-b1926	3641
gene-b1927	1603
gene-b1928	1119
gene-b1929	6126
gene-b1930	539
gene-b1931	248
gene-b1932	69
gene-b1937	1681
gene-b1938	24790
gene-b1939	18318
gene-b1940	3404
gene-b1941	6784
gene-b1942	1431
gene-b1943	1506
gene-b1944	9974
gene-b1945	30103
gene-b1946	23191
gene-b1947	4261
gene-b1948	4222
gene-b1949	2477
gene-b1950	3044
gene-b1951	4346
gene-b1952	402
gene-b1953	554
gene-b1954	3113
gene-b1955	437
gene-b1956	1791
gene-b1957	246
gene-b1958	2281
gene-b1959	362
gene-b1960	777
gene-b1961	4846
gene-b1962	190
gene-b1963	71
gene-b4603	5
gene-b1967	4490
gene-b1968	2109
gene-b1969	915
gene-b1970	152
gene-b1971	1028
gene-b1972	227
gene-b1973	2294
gene-b1974	49
gene-b1975	931
gene-b1976	26871
gene-b1977	1539
gene-b1978	2929
gene-b1981	3244
gene-b1982	4483
gene-b1983	9491
gene-b1984	50
gene-b1985	492
gene-b1986	46
gene-b1987	503
gene-b1988	188
gene-b1989	30
gene-b1990	1081
gene-b1991	2409
gene-b1992	606
gene-b1993	692
gene-b1994	55
gene-b1996	63
gene-b1997	3
gene-b4435	183
gene-b2000	4281
gene-b2001	561
gene-b2002	163
gene-b2003	31
gene-b2004	112
gene-b2005	72
gene-b2006	127
gene-b4538	389
gene-b2007	4969
gene-b2008	726
gene-b2009	2093
gene-b2010	393
gene-b2011	4589
gene-b2012	1343
gene-b2013	1101
gene-b2014	504
gene-b4678	49
gene-b2015	1537
gene-b2016	1860
gene-b4539	1099
gene-b2017	676
gene-b2018	166
gene-b2019	507
gene-b2020	1550
gene-b2021	578
gene-b2022	1598
gene-b2023	554
gene-b2024	422
gene-b2025	684
gene-b2026	1274
gene-b2027	28177
gene-b2028	6711
gene-b2029	74221
gene-b2030	1399
gene-b2032	20257
gene-b2033	13322
gene-b2034	19843
gene-b2035	11478
gene-b2036	27347
gene-b2037	10156
gene-b2038	13142
gene-b2039	17506
gene-b2040	7097
gene-b2041	9440
gene-b2042	1668
gene-b2043	357
gene-b2044	238
gene-b2045	178
gene-b2046	328
gene-b2047	197
gene-b2048	202
gene-b2049	184
gene-b2050	156
gene-b2051	127
gene-b2052	312
gene-b2053	548
gene-b2054	86
gene-b2055	230
gene-b2056	235
gene-b2057	85
gene-b2058	61
gene-b2059	146
gene-b2060	118
gene-b2061	9
gene-b2062	92
gene-b2063	2171
gene-b2064	7300
gene-b2065	2523
gene-b2066	1001
gene-b2067	2775
gene-b2068	510
gene-b2069	649
gene-b2070	668
gene-b2071	4
gene-b2072	72
gene-b2073	95
gene-b4436	1326
gene-b4667	1123
gene-b4437	387
gene-b4668	277
gene-b2074	102
gene-b2075	712
gene-b2076	391
gene-b2077	333
gene-b2078	343
gene-b2079	574
gene-b2080	90
gene-b2081	759
gene-b4438	1097
gene-b2082	38
gene-b2085	12
gene-b2086	503
gene-b2088	12
gene-b2089	322
gene-b2091	76220
gene-b2093	92917
gene-b2094	141114
gene-b2095	386075
gene-b2096	255323
gene-b2097	7195
gene-b2098	251
gene-b2099	731
gene-b2100	1122
gene-b2101	760
gene-b2102	145
gene-b2103	334
gene-b2104	191
gene-b2105	389
gene-b2106	291
gene-b2107	757
gene-b2108	142
gene-b2109	59
gene-b2110	8
gene-b2111	24
gene-b2112	76
gene-b2113	5397
gene-b2114	11630
gene-b2115	91
gene-b2118	425
gene-b4541	12
gene-b2119	12
gene-b2120	79
gene-b2121	43
gene-b2122	122
gene-b2123	181
gene-b2124	3003
gene-b2125	7797
gene-b2126	9948
gene-b2127	473
gene-b4542	217
gene-b2128	350
gene-b2129	235
gene-b2130	595
gene-b2131	814
gene-b2132	2258
gene-b2133	5491
gene-b2134	2222
gene-b2135	449
gene-b2136	607
gene-b2137	348
gene-b4679	327
gene-b2140	406
gene-b2141	187
gene-b2142	318
gene-b2143	5431
gene-b2144	1605
gene-b2145	1364
gene-b2146	4336
gene-b2147	4662
gene-b2148	15443
gene-b2149	36984
gene-b2150	47978
gene-b2151	4539
gene-b2152	1579
gene-b2153	1652
gene-b2154	868
gene-b2155	500
gene-b2156	2157
gene-b2157	875
gene-b2158	420
gene-b2159	788
gene-b2160	882
gene-b2161	84
gene-b2162	9
gene-b2163	99
gene-b2164	758
gene-b2165	375
gene-b2166	268
gene-b2167	4374
gene-b2168	4051
gene-b2169	3062
gene-b2170	302
gene-b4502	122
gene-b2171	395
gene-b2172	2026
gene-b2173	2252
gene-b2174	2184
gene-b2175	104379
gene-b2176	963
gene-b2177	1231
gene-b2178	892
gene-b2179	691
gene-b2180	2393
gene-b2181	1424
gene-b2182	1867
gene-b2183	677
gene-b2184	619
gene-b2185	349
gene-b2186	6975
gene-b2187	1977
gene-b2188	5339
gene-b2189	460
gene-b2192	72
gene-b2193	462
gene-b2194	1089
gene-b2195	625
gene-b2196	1001
gene-b2197	317
gene-b2198	157
gene-b2199	540
gene-b2200	281
gene-b2201	847
gene-b2202	225
gene-b2203	32
gene-b2204	265
gene-b2205	237
gene-b2206	525
gene-b2207	130
gene-b2208	89
gene-b4604	42
gene-b2209	7035
gene-b2210	1271
gene-b2211	500
gene-b2212	448
gene-b2213	581
gene-b2214	521
gene-b2215	212355
gene-b4439	290
gene-b2216	8004
gene-b2217	7240
gene-b2218	5258
gene-b2219	1941
gene-b2220	1733
gene-b2221	58
gene-b2222	11
gene-b2223	65
gene-b2224	44
gene-b2225	48
gene-b2226	213
gene-b2229	22
gene-b2230	331
gene-b2231	10513
gene-b2232	1369
gene-b2233	957
gene-b4605	20
gene-b2234	6858
gene-b2235	6800
gene-b2236	3751
gene-b2237	1870
gene-b2239	486895
gene-b2240	219790
gene-b2241	50492
gene-b2242	49290
gene-b2243	9764
gene-b2244	473
gene-b2245	170
gene-b2246	360
gene-b2247	373
gene-b2248	216
gene-b2249	1585
gene-b2250	120
gene-b2251	827
gene-b2252	95
gene-b2253	58
gene-b2254	58
gene-b2255	413
gene-b2256	177
gene-b2257	166
gene-b4544	31
gene-b2258	137
gene-b2259	708
gene-b2260	1188
gene-b2261	2602
gene-b2262	2026
gene-b2263	953
gene-b2264	1578
gene-b2265	3317
gene-b2266	1434
gene-b2267	1041
gene-b2268	576
gene-b2269	315
gene-b2270	527
gene-b2271	12
gene-b2272	71
gene-b2273	90
gene-b2274	66
gene-b2275	5904
gene-b2276	41142
gene-b2277	39630
gene-b2278	98338
gene-b2279	5312
gene-b2280	13268
gene-b2281	19503
gene-b2282	38092
gene-b2283	97660
gene-b2284	30132
gene-b2285	31364
gene-b2286	72478
gene-b2287	18312
gene-b2288	22673
gene-b2289	11998
gene-b2290	2604
gene-b2291	893
gene-b2292	3224
gene-b2293	3744
gene-b2294	3279
gene-b2295	2277
gene-b2296	10416
gene-b2297	67531
gene-b2298	205
gene-b2299	910
gene-b2300	811
gene-b2301	936
gene-b2302	189
gene-b2303	5778
gene-b2304	7719
gene-b2305	1060
gene-b2306	500
gene-b2307	1100
gene-b2308	1877
gene-b2309	5107
gene-b2310	3234
gene-b2311	159
gene-b2312	3097
gene-b2313	3376
gene-b2314	1364
gene-b2315	2823
gene-b2316	29021
gene-b2317	2017
gene-b2318	4910
gene-b2319	3830
gene-b2320	5802
gene-b2321	700
gene-b2322	315
gene-b2323	28095
gene-b2324	5952
gene-b2325	940
gene-b2326	1553
gene-b2327	1257
gene-b2328	1602
gene-b2329	13305
gene-b2330	2927
gene-b2331	376
gene-b2332	671
gene-b2333	18
gene-b2334	82
gene-b2335	57
gene-b2336	26
gene-b2339	23
gene-b2340	7616
gene-b2341	6968
gene-b2342	3992
gene-b2343	935
gene-b2344	4996
gene-b2345	354
gene-b2346	2492
gene-b2347	174
gene-b2348	49
gene-b2349	1087
gene-b2350	3864
gene-b2351	11493
gene-b2352	12192
gene-b2354	298
gene-b2356	1
gene-b2357	4
gene-b2358	1
gene-b2359	24
gene-b2360	237
gene-b2361	26
gene-b2362	26
gene-b2363	329
gene-b4545	101
gene-b4501	622
gene-b2364	1941
gene-b2365	1238
gene-b2366	2064
gene-b2367	44
gene-b2368	61
gene-b2369	1213
gene-b2370	3083
gene-b2371	41
gene-b2372	25
gene-b2373	123
gene-b2374	52
gene-b2375	40
gene-b2376	71
gene-b2377	352
gene-b2378	1456
gene-b4680	93
gene-b2379	614
gene-b2380	1187
gene-b2381	2289
gene-b2382	249
gene-b2383	209
gene-b2384	77
gene-b2385	93
gene-b2386	46
gene-b2387	16
gene-b2388	23214
gene-b2389	274
gene-b2390	203
gene-b2392	943
gene-b2393	7097
gene-b2394	397
gene-b2395	1552
gene-b2396	408
gene-b2397	399
gene-b2398	1582
gene-b2399	2196
gene-b2400	13194
gene-b2401	69
gene-b2402	254
gene-b2403	2343
gene-b2404	1042
gene-b2405	94
gene-b2406	169
gene-b2407	113
gene-b2408	52
gene-b2409	337
gene-b2410	3164
gene-b4546	1591
gene-b2411	2581
gene-b2412	6118
gene-b2413	735
gene-b2414	6175
gene-b2415	3634
gene-b2416	67315
gene-b2417	19141
gene-b2418	4033
gene-b2419	250
gene-b2420	912
gene-b2421	456
gene-b2422	262
gene-b2423	243
gene-b2424	475
gene-b2425	171
gene-b2426	20284
gene-b2427	332
gene-b2428	734
gene-b2429	815
gene-b2430	497
gene-b2431	2122
gene-b2432	586
gene-b2433	532
gene-b2434	529
gene-b2435	1824
gene-b2436	1250
gene-b2437	1675
gene-b2438	871
gene-b2439	459
gene-b2440	354
gene-b2441	3894
gene-b2442	1386
gene-b2443	424
gene-b2444	52
gene-b2445	59
gene-b2446	23
gene-b2447	41
gene-b2448	278
gene-b2449	1519
gene-b2450	1437
gene-b2451	95
gene-b2452	61
gene-b2453	314
gene-b2454	81
gene-b2455	70
gene-b2456	42
gene-b2457	78
gene-b2458	298
gene-b2459	134
gene-b2460	109
gene-b2461	140
gene-b2462	126
gene-b2463	71382
gene-b2464	1763
gene-b2465	1305
gene-b2466	1311
gene-b2467	713
gene-b2468	398
gene-b2469	613
gene-b2470	734
gene-b4606	8187
gene-b2471	306
gene-b2472	553
gene-b4547	581
gene-b2473	303
gene-b2474	4495
gene-b2475	1913
gene-b2476	715
gene-b2477	10314
gene-b2478	8333
gene-b2479	3080
gene-b2480	2713
gene-b2481	21
gene-b2482	125
gene-b2483	35
gene-b2484	50
gene-b2485	21
gene-b2486	280
gene-b2487	162
gene-b2488	81
gene-b2489	88
gene-b2490	64
gene-b2491	362
gene-b2492	376
gene-b2493	1388
gene-b2494	2573
gene-b2495	618
gene-b2496	4153
gene-b2497	182
gene-b2498	1360
gene-b2499	357
gene-b2500	600
gene-b2501	9369
gene-b2502	6644
gene-b2503	668
gene-b2504	1758
gene-b2505	27
gene-b2506	103
gene-b2507	16350
gene-b2508	2761
gene-b2509	2395
gene-b2510	1005
gene-b2511	7490
gene-b2512	17549
gene-b2513	8032
gene-b2514	10407
gene-b2515	5991
gene-b2516	2840
gene-b2517	1320
gene-b2518	2257
gene-b2519	744
gene-b2520	8359
gene-b2521	3303
gene-b4440	2291
gene-b2522	10564
gene-b2523	22203
gene-b2524	5915
gene-b2525	5269
gene-b2526	20723
gene-b2527	8328
gene-b2528	8148
gene-b2529	24428
gene-b2530	39351
gene-b2531	5663
gene-b2532	16015
gene-b2533	776
gene-b2534	93
gene-b2535	7955
gene-b2536	1672
gene-b4706	334
gene-b2537	2916
gene-b2538	204
gene-b2539	179
gene-b2540	77
gene-b2541	115
gene-b2542	181
gene-b2543	232
gene-b2544	248
gene-b2545	130
gene-b2546	53
gene-b2547	166
gene-b2548	76
gene-b2549	644
gene-b2550	653
gene-b2551	9992
gene-b2552	975
gene-b2553	634
gene-b2554	1040
gene-b2555	2211
gene-b2556	1244
gene-b4441	230
gene-b2557	1596
gene-b2558	706
gene-b2559	553
gene-b2560	1132
gene-b2561	170
gene-b2562	828
gene-b4687	698
gene-b4608	808
gene-b2563	6892
gene-b2564	5665
gene-b2565	4249
gene-b2566	12060
gene-b2567	9243
gene-b2568	4726
gene-b2569	8160
gene-b2570	1024
gene-b2571	9544
gene-b2572	14657
gene-b2573	10020
gene-b4725	763
gene-b2574	752
gene-b2575	963
gene-b2576	1347
gene-b2577	912
gene-b2578	183
gene-b2579	19872
gene-b2580	840
gene-b2581	1357
gene-b2582	1137
gene-b2583	417
gene-b2584	14266
gene-b2585	13291
gene-b2586	2203
gene-b2587	31663
gene-b2588	503
gene-b2589	25832
gene-b2590	93289
gene-b2591	276833
gene-b2592	51171
gene-b4609	3022
gene-b2593	2131
gene-b2594	2421
gene-b2595	17917
gene-b2597	31369
gene-b2598	528
gene-b2599	1412
gene-b2600	2603
gene-b2601	1065
gene-b2602	124
gene-b2603	2421
gene-b2604	1121
gene-b2605	113
gene-b2606	14402
gene-b2607	8922
gene-b2608	12550
gene-b2609	2964
gene-b2610	5420
gene-b2611	1672
gene-b4461	1722
gene-b2614	26729
gene-b2615	1889
gene-b2616	2259
gene-b2617	9118
gene-b2618	5697
gene-b2619	9492
gene-b2620	843
gene-b2621	562150
gene-b2622	3049
gene-b2623	828
gene-b2624	84
gene-b2625	83
gene-b2626	120
gene-b2627	2896
gene-b2628	3357
gene-b2629	60
gene-b2630	8073
gene-b2631	2624
gene-b2632	114
gene-b2633	12
gene-b2634	98
gene-b2635	17
gene-b2636	32
gene-b2637	99
gene-b2638	237
gene-b2642	1698
gene-b2643	26
gene-b2644	12
gene-b4548	12
gene-b2645	37
gene-b2646	54
gene-b2647	720
gene-b2649	27
gene-b2650	2
gene-b2652	3
gene-b2659	2610
gene-b2660	998
gene-b2661	567
gene-b2662	933
gene-b2663	266
gene-b2664	1987
gene-b2665	963
gene-b2666	137
gene-b2667	130
gene-b2668	246
gene-b2669	11665
gene-b2670	5149
gene-b2671	2329
gene-b2672	670
gene-b2673	177
gene-b2674	1890
gene-b2675	2615
gene-b2676	683
gene-b2677	3715
gene-b2678	1196
gene-b2679	1052
gene-b2682	1934
gene-b2683	145
gene-b2684	1280
gene-b2685	308
gene-b2686	309
gene-b2687	854
gene-b4442	420
gene-b2688	9929
gene-b2689	1754
gene-b2690	980
gene-b2691	2596
gene-b2692	9266
gene-b2693	12099
gene-b2694	4329
gene-b2695	3228
gene-b2696	3187
gene-b2697	71346
gene-b2698	608
gene-b2699	5107
gene-b2700	880
gene-b2701	203
gene-b2702	2986
gene-b2703	1597
gene-b2704	531
gene-b2705	1948
gene-b2706	416
gene-b2707	2740
gene-b2708	1228
gene-b2709	1918
gene-b2710	191
gene-b2711	246
gene-b2712	987
gene-b2713	219
gene-b2714	854
gene-b2715	753
gene-b2716	552
gene-b2717	461
gene-b2718	304
gene-b2719	102
gene-b2720	38
gene-b2721	104
gene-b2722	26
gene-b2723	49
gene-b2724	23
gene-b2725	25
gene-b2726	470
gene-b2727	765
gene-b2728	374
gene-b2729	827
gene-b2730	851
gene-b2731	842
gene-b2732	104
gene-b2733	7774
gene-b2734	255
gene-b2735	1316
gene-b2736	796
gene-b2737	1355
gene-b2738	1361
gene-b2739	645
gene-b2740	171
gene-b2741	37065
gene-b2742	12307
gene-b2743	1694
gene-b2744	1193
gene-b2745	1810
gene-b2746	2828
gene-b2747	4424
gene-b2748	2788
gene-b2749	174
gene-b2750	419
gene-b2751	684
gene-b2752	309
gene-b2753	258
gene-b2754	71
gene-b2755	274
gene-b2756	256
gene-b2757	105
gene-b2758	138
gene-b2759	67
gene-b2760	87
gene-b2761	615
gene-b4701	1
gene-b2762	98
gene-b2763	175
gene-b2764	540
gene-b2765	149
gene-b2766	1320
gene-b2767	265
gene-b2768	335
gene-b2769	71
gene-b2770	29
gene-b2771	53
gene-b4463	64
gene-b2774	93
gene-b2775	169
gene-b2776	348
gene-b2777	862
gene-b4682	11
gene-b2778	72
gene-b2779	89019
gene-b2780	7034
gene-b2781	1536
gene-b2782	1839
gene-b2783	1029
gene-b2784	16847
gene-b2785	2860
gene-b2786	3702
gene-b2787	650
gene-b2788	412
gene-b2789	1167
gene-b2790	1594
gene-b2791	738
gene-b2792	514
gene-b4408	2714
gene-b2793	917
gene-b2794	1312
gene-b2795	10448
gene-b2796	97723
gene-b2797	43836
gene-b2798	1078
gene-b2799	1235
gene-b2800	345
gene-b2801	1797
gene-b2802	7244
gene-b2803	7570
gene-b2804	1711
gene-b2805	9837
gene-b2806	3022
gene-b2807	935
gene-b2808	641
gene-b4443	38833
gene-b2809	1112
gene-b2810	2564
gene-b2811	1797
gene-b2812	1613
gene-b2813	2364
gene-b2814	94
gene-b2815	141
gene-b2816	132
gene-b2817	870
gene-b2818	1250
gene-b2819	2092
gene-b2820	4247
gene-b2821	2221
gene-b2822	6695
gene-b2823	351
gene-b2824	301
gene-b2825	195
gene-b2826	87
gene-b2827	1898
gene-b2828	3259
gene-b2829	9610
gene-b2830	3556
gene-b4610	157
gene-b2831	134
gene-b2832	1657
gene-b2833	1209
gene-b2834	2471
gene-b2835	766
gene-b2836	1742
gene-b4444	39
gene-b4445	35
gene-b2837	1336
gene-b2838	237
gene-b2839	634
gene-b2840	626
gene-b2841	999
gene-b2842	307
gene-b2843	379
gene-b2844	8663
gene-b2845	5259
gene-b2846	196
gene-b2847	415
gene-b2848	185
gene-b4683	7
gene-b2849	22
gene-b2851	8
gene-b2852	49
gene-b2853	51
gene-b2860	17
gene-b2861	17
gene-b2863	226
gene-b2864	341
gene-b2865	2017
gene-b2866	943
gene-b2867	350
gene-b2868	230
gene-b2869	18927
gene-b2870	84
gene-b2871	78
gene-b2872	210
gene-b2873	79
gene-b2874	257
gene-b2875	6267
gene-b2876	3030
gene-b2877	534
gene-b2878	586
gene-b2879	32
gene-b2880	56
gene-b2881	586
gene-b2882	72
gene-b2883	234
gene-b4464	214
gene-b2886	74
gene-b2887	142
gene-b2888	38
gene-b4684	8
gene-b4753	5
gene-b2889	899
gene-b2890	15236
gene-b2891	2415
gene-b2892	6481
gene-b2893	2456
gene-b2894	2401
gene-b2895	1367
gene-b2896	4017
gene-b2897	4816
gene-b2898	20678
gene-b2899	2243
gene-b2900	5025
gene-b2901	7348
gene-b2902	455
gene-b2903	47410
gene-b2904	23253
gene-b2905	12576
gene-b4754	34
gene-b2906	2583
gene-b2907	5837
gene-b2908	8098
gene-b2909	12720
gene-b2910	6427
gene-b2911	27667
gene-b2912	778
gene-b4446	129
gene-b4665	58
gene-b2913	4446
gene-b2914	6112
gene-b2916	676
gene-b2917	231
gene-b2918	128
gene-b2919	104
gene-b2920	103
gene-b2921	697
gene-b2922	2875
gene-b2923	811
gene-b2924	1528
gene-b2925	113027
gene-b2926	27899
gene-b2927	10760
gene-b2928	1000
gene-b2929	1468
gene-b2930	330
gene-b4465	143
gene-b2933	246
gene-b2934	32
gene-b2935	16912
