Geneid	1714__30min_LEVO_N=2_library-read-1.fastq.gz
gene-b2995	201
gene-b2996	221
gene-b2997	572
gene-b2998	4
gene-b4755	467
gene-b3001	7083
gene-b3002	793
gene-b3003	1471
gene-b3005	3609
gene-b3006	5012
gene-b3008	156
gene-b3009	3361
gene-b3010	1447
gene-b3011	2322
gene-b3012	9608
gene-b3013	111
gene-b3014	12
gene-b4469	156
gene-b3017	582
gene-b3018	226
gene-b3019	807
gene-b3020	547
gene-b3021	7188
gene-b3022	2033
gene-b3023	660
gene-b3024	14788
gene-b3025	124
gene-b3026	454
gene-b3027	30
gene-b3028	818
gene-b3029	4712
gene-b3030	1991
gene-b3031	2356
gene-b3032	6183
gene-b3033	1713
gene-b3034	397
gene-b3035	1243
gene-b3036	527
gene-b3037	1580
gene-b3038	1229
gene-b3039	580
gene-b3040	3495
gene-b4756	198
gene-b3041	25128
gene-b3042	414
gene-b3043	3
gene-b3044	21
gene-b3045	27
gene-b3047	14
gene-b3048	171
gene-b3049	9608
gene-b3050	174
gene-b3051	50
gene-b4447	263
gene-b4664	188
gene-b4611	64
gene-b4666	57
gene-b3052	848
gene-b3053	915
gene-b3054	837
gene-b3055	970
gene-b3056	2554
gene-b3057	373
gene-b3058	171
gene-b3059	252
gene-b3060	23
gene-b3061	39
gene-b3062	42
gene-b3063	42
gene-b3064	192
gene-b3065	563
gene-b3066	3209
gene-b3067	79970
gene-b3068	1972
gene-b3069	0
gene-b3070	186
gene-b3071	649
gene-b3072	282
gene-b3073	25798
gene-b3074	373
gene-b3075	64
gene-b3076	152
gene-b3077	4
gene-b3078	37
gene-b3079	48
gene-b3080	99
gene-b3081	531
gene-b3082	216
gene-b3083	112
gene-b3084	36
gene-b3085	48
gene-b3086	10
gene-b3087	5182
gene-b3088	102
gene-b3089	26257
gene-b3090	529
gene-b3091	2362
gene-b3092	4366
gene-b3093	4359
gene-b3094	6983
gene-b3095	4506
gene-b3096	1580
gene-b3097	5548
gene-b3098	5493
gene-b3099	13538
gene-b3100	10233
gene-b3101	76
gene-b3102	5018
gene-b3103	2497
gene-b3104	275
gene-b3105	241
gene-b3106	99
gene-b3107	55
gene-b4470	150
gene-b3110	70
gene-b4471	277
gene-b3113	122
gene-b3114	1003
gene-b3115	394
gene-b3116	817
gene-b3117	365
gene-b3118	78
gene-b3119	2
gene-b3120	11
gene-b3121	18
gene-b3123	5438
gene-b3124	373
gene-b3125	90
gene-b3126	84
gene-b3127	105
gene-b3128	325
gene-b3129	1012
gene-b3130	1558
gene-b3131	783
gene-b3132	95
gene-b3133	81
gene-b3136	42
gene-b3137	15
gene-b3138	3
gene-b3139	15
gene-b3140	358
gene-b3141	95
gene-b3142	76
gene-b3143	7
gene-b3144	2330
gene-b3145	207
gene-b3146	108
gene-b3147	1130
gene-b3148	120
gene-b3149	195
gene-b3150	272
gene-b3151	283
gene-b3152	1618
gene-b3153	277
gene-b3154	203
gene-b3155	497
gene-b3156	2921
gene-b3157	4238
gene-b3158	24
gene-b3159	89
gene-b3160	520
gene-b3161	393
gene-b3162	33907
gene-b4685	1217
gene-b3163	12566
gene-b3164	2768
gene-b4449	112
gene-b3165	1037
gene-b3166	375
gene-b3167	283
gene-b3168	4384
gene-b3169	2120
gene-b3170	420
gene-b3171	192
gene-b3172	447
gene-b3173	126
gene-b3174	442
gene-b3175	718
gene-b3176	1334
gene-b3177	341
gene-b3178	67203
gene-b3179	16538
gene-b3180	1126
gene-b3181	1278
gene-b3182	105
gene-b3183	20978
gene-b3184	2507
gene-b3185	2962
gene-b3186	3847
gene-b3187	737
gene-b3188	29
gene-b3189	261
gene-b3190	49
gene-b3191	1306
gene-b3192	3413
gene-b3193	744
gene-b3194	645
gene-b3195	471
gene-b3196	366
gene-b3197	867
gene-b3198	1822
gene-b3199	2977
gene-b3200	1419
gene-b3201	2498
gene-b3202	3283
gene-b3203	866
gene-b3204	824
gene-b3205	500
gene-b3206	168
gene-b3207	23320
gene-b3208	8514
gene-b3209	379
gene-b4450	312
gene-b3210	2193
gene-b3211	25
gene-b3212	1219
gene-b3213	748
gene-b3214	5
gene-b3215	54
gene-b3216	189
gene-b3218	23
gene-b3219	159
gene-b3220	356
gene-b3221	193
gene-b3222	1137
gene-b3223	1178
gene-b3224	5117
gene-b3225	7805
gene-b3226	526
gene-b3227	87
gene-b3228	3035
gene-b3229	8284
gene-b3230	2486
gene-b3231	1985
gene-b3232	207
gene-b3233	15981
gene-b3234	1151
gene-b3235	931
gene-b3236	9153
gene-b3237	1034
gene-b3238	289
gene-b3239	885
gene-b3240	139
gene-b3241	165
gene-b3242	158
gene-b3243	424
gene-b3244	2978
gene-b4472	790
gene-b3247	798
gene-b3248	769
gene-b3249	264
gene-b3250	217
gene-b3251	1981
gene-b3252	608
gene-b3253	2990
gene-b3255	314
gene-b3256	1313
gene-b3257	0
gene-b3258	870
gene-b3259	1840
gene-b3260	348
gene-b3261	251
gene-b3262	25
gene-b3263	12
gene-b3264	21
gene-b3265	64
gene-b3266	134
gene-b3267	104
gene-b3269	162
gene-b3270	102
gene-b3271	120
gene-b3272	788
gene-b3273	28
gene-b3274	28
gene-b3275	112201
gene-b3276	2
gene-b3277	7
gene-b3278	155107
gene-b3279	924
gene-b3280	1060
gene-b3281	3284
gene-b3282	1102
gene-b3283	4035
gene-b3284	9370
gene-b4473	4668
gene-b3287	9143
gene-b3288	13801
gene-b3289	1660
gene-b3290	1115
gene-b3291	10504
gene-b4550	3104
gene-b3292	1826
gene-b3293	2242
gene-b3294	11239
gene-b3295	34268
gene-b3296	19776
gene-b3297	15533
gene-b3298	10837
gene-b3299	3327
gene-b3300	93721
gene-b3301	20448
gene-b3302	14517
gene-b3303	14040
gene-b3304	19057
gene-b3305	12844
gene-b3306	8039
gene-b3307	7803
gene-b3308	17889
gene-b3309	23588
gene-b3310	17228
gene-b3311	4101
gene-b3312	1892
gene-b3313	3135
gene-b3314	5252
gene-b3315	2273
gene-b3316	696
gene-b3317	1679
gene-b3318	835
gene-b3319	908
gene-b3320	1973
gene-b3321	786
gene-b3322	24
gene-b3323	102
gene-b3324	3
gene-b3325	7
gene-b3326	37
gene-b3327	62
gene-b3328	18
gene-b3329	44
gene-b3330	34
gene-b3331	24
gene-b3332	91
gene-b3333	94
gene-b3334	38
gene-b3335	354
gene-b3336	1017
gene-b3337	385
gene-b3338	594
gene-b3339	35734
gene-b3340	93359
gene-b3341	10253
gene-b3342	5839
gene-b3343	424
gene-b3344	344
gene-b3345	320
gene-b3346	864
gene-b3347	15355
gene-b3348	56
gene-b3349	4766
gene-b4551	318
gene-b3350	1283
gene-b3351	143
gene-b3352	282
gene-b3353	238
gene-b3354	128
gene-b3355	310
gene-b3356	727
gene-b3357	5617
gene-b3358	250
gene-b3359	112
gene-b3360	441
gene-b3361	2176
gene-b3362	1063
gene-b3363	885
gene-b3364	69
gene-b3365	122
gene-b3366	5
gene-b3367	282
gene-b3368	1421
gene-b3369	1
gene-b3370	39
gene-b3371	248
gene-b4474	107
gene-b3374	166
gene-b3375	162
gene-b3376	138
gene-b3377	82
gene-b3378	22
gene-b3379	49
gene-b3380	55
gene-b3381	54
gene-b3382	193
gene-b3383	468
gene-b3384	1648
gene-b3385	298
gene-b3386	232
gene-b3387	142
gene-b3388	4816
gene-b3389	2323
gene-b3390	1162
gene-b3391	53
gene-b3392	1
gene-b3393	1
gene-b3394	0
gene-b3395	28
gene-b3396	334
gene-b3397	842
gene-b3398	299
gene-b3399	1041
gene-b3400	2255
gene-b3401	4169
gene-b3402	690
gene-b3403	12508
gene-b3404	1686
gene-b3405	2239
gene-b3406	53
gene-b3407	198
gene-b3408	304
gene-b3409	2004
gene-b3410	258
gene-b3411	46
gene-b3412	238
gene-b3413	335
gene-b3414	8403
gene-b3415	533
gene-b3416	906
gene-b3417	929
gene-b3418	2125
gene-b4475	1272
gene-b3421	1711
gene-b3422	181
gene-b3424	165
gene-b3425	142
gene-b3426	302024
gene-b3427	3840
gene-b3428	5867
gene-b3429	3146
gene-b3430	3963
gene-b3431	2034
gene-b3432	2129
gene-b3433	6169
gene-b3434	106
gene-b4476	258
gene-b3437	300
gene-b3438	790
gene-b3439	701
gene-b3440	753
gene-b4451	103
gene-b3441	55
gene-b3442	6
gene-b3444	1
gene-b3445	8
gene-b4612	10
gene-b3446	108
gene-b3447	323
gene-b3448	17839
gene-b3449	5362
gene-b3450	300
gene-b3451	68
gene-b3452	87
gene-b3453	1433
gene-b3454	76
gene-b3455	87
gene-b3456	133
gene-b3457	142
gene-b3458	199
gene-b3459	36
gene-b3460	293
gene-b3461	15628
gene-b3462	5042
gene-b3463	2946
gene-b3464	2030
gene-b3465	174
gene-b3466	34
gene-b3467	20
gene-b3468	506
gene-b3469	787
gene-b3470	78
gene-b3471	116
gene-b3472	1737
gene-b3473	299
gene-b3474	1281
gene-b3475	386
gene-b3476	2
gene-b3477	2
gene-b3478	2
gene-b3479	21
gene-b3480	33
gene-b3481	127
gene-b3482	54
gene-b3483	3
gene-b3484	10
gene-b3485	226
gene-b3486	514
gene-b3487	1110
gene-b3488	144
gene-b3491	952
gene-b3492	382
gene-b3493	6286
gene-b3494	8787
gene-b3495	10412
gene-b3496	6452
gene-b3497	1424
gene-b3498	5787
gene-b3499	910
gene-b3500	1146
gene-b4613	439
gene-b4712	42
gene-b4713	78
gene-b3501	182
gene-b3502	508
gene-b3503	90
gene-b3505	147
gene-b3506	3834
gene-b3507	103
gene-b3508	95
gene-b3509	11152
gene-b3510	10395
gene-b3511	4799
gene-b4704	445
gene-b3512	2645
gene-b4718	1617
gene-b3513	187
gene-b3514	195
gene-b3515	604
gene-b4452	310
gene-b3516	1840
gene-b3517	5343
gene-b3518	148
gene-b3519	3207
gene-b3520	126
gene-b3521	20
gene-b3522	4136
gene-b3523	417
gene-b3524	7078
gene-b3525	51
gene-b3526	286
gene-b3527	636
gene-b3528	23832
gene-b3529	492
gene-b3530	1640
gene-b3531	20
gene-b3532	6
gene-b3533	100
gene-b3535	158
gene-b3536	642
gene-b3537	56
gene-b3538	166
gene-b4453	78
gene-b4454	24
gene-b3539	84
gene-b3540	56
gene-b3541	78
gene-b3542	26
gene-b3543	54
gene-b3544	1000
gene-b3545	12
gene-b3546	424
gene-b3547	111
gene-b3548	1798
gene-b3549	180
gene-b3550	197
gene-b3551	694
gene-b3552	48
gene-b3553	135
gene-b3554	3317
gene-b3555	7994
gene-b3556	208
gene-b4455	11
gene-b3557	12
gene-b3558	5
gene-b3559	8496
gene-b3560	2905
gene-b4553	22
gene-b3561	218
gene-b3562	12
gene-b3563	0
gene-b3564	5001
gene-b3565	2368
gene-b3566	17
gene-b3567	32
gene-b3568	228
gene-b3569	219
gene-b3570	1177
gene-b3571	307
gene-b3572	824
gene-b3573	67
gene-b3574	316
gene-b3575	73
gene-b3576	2
gene-b3577	0
gene-b3578	23
gene-b3579	29
gene-b3580	24
gene-b3581	2
gene-b3582	25
gene-b3583	87
gene-b3584	166
gene-b3585	304
gene-b3586	156
gene-b3587	1
gene-b3588	2580
gene-b3589	0
gene-b3590	808
gene-b3591	512
gene-b3592	555
gene-b3593	228
gene-b3594	399
gene-b3596	0
gene-b4615	2
gene-b3597	588
gene-b3598	277
gene-b3599	3115
gene-b3600	2624
gene-b3601	20176
gene-b4554	19863
gene-b3602	286
gene-b3603	1819
gene-b3604	557
gene-b3605	574
gene-b3606	122
gene-b3607	2172
gene-b3608	59028
gene-b3609	90836
gene-b3610	1676
gene-b3611	644
gene-b3612	1913
gene-b3613	241
gene-b3614	118
gene-b3615	23
gene-b3616	4023
gene-b3617	3082
gene-b3618	104
gene-b3619	11296
gene-b3620	2035
gene-b3621	171
gene-b3622	349
gene-b3623	194
gene-b3624	172
gene-b3625	132
gene-b3626	279
gene-b3627	338
gene-b3628	483
gene-b3629	313
gene-b3630	345
gene-b3631	996
gene-b3632	1187
gene-b3633	311
gene-b3634	323
gene-b3635	263
gene-b3636	979
gene-b3637	1392
gene-b3638	178
gene-b3639	440
gene-b3640	208
gene-b3641	127
gene-b3642	229
gene-b3643	317
gene-b3644	439
gene-b3645	465
gene-b3646	24
gene-b3647	113
gene-b3648	3312
gene-b3649	4149
gene-b3650	1923
gene-b3651	101
gene-b3652	82
gene-b3653	1767
gene-b3654	72
gene-b3655	2113
gene-b3656	247
gene-b3657	30
gene-b3658	3
gene-b3659	30
gene-b3660	222
gene-b3661	546
gene-b4555	1
gene-b3662	4
gene-b3663	226
gene-b3664	202
gene-b3665	159
gene-b3666	88
gene-b3667	53
gene-b3668	63
gene-b3669	231
gene-b3670	549
gene-b3671	1261
gene-b3672	34
gene-b4616	14
gene-b4618	2922
gene-b3673	256
gene-b3674	362
gene-b3675	348
gene-b3676	403
gene-b3677	28
gene-b3678	59
gene-b3679	33
gene-b3680	59
gene-b3681	47
gene-b3682	5
gene-b3683	0
gene-b3684	98
gene-b3685	843
gene-b3686	1306
gene-b3687	7608
gene-b3688	521
gene-b3689	232
gene-b3690	49
gene-b3691	98
gene-b4478	96
gene-b4477	99
gene-b3693	585
gene-b4479	508
gene-b3696	202
gene-b3697	784
gene-b3698	267
gene-b3699	11618
gene-b3700	486
gene-b3701	1307
gene-b3702	1748
gene-b4757	82
gene-b3703	2055
gene-b3704	1427
gene-b4557	42
gene-b3705	505
gene-b3706	2270
gene-b3707	691
gene-b3708	16601
gene-b3709	2601
gene-b3710	35
gene-b3711	70
gene-b3712	293
gene-b3713	252
gene-b3714	274
gene-b3715	117
gene-b3716	80
gene-b3717	141
gene-b3718	59
gene-b3719	16
gene-b3720	25
gene-b3721	3
gene-b3722	20
gene-b3723	4
gene-b3724	1191
gene-b3725	2833
gene-b3726	1536
gene-b3727	2930
gene-b3728	7273
gene-b3729	6933
gene-b3730	2686
gene-b3731	2763
gene-b3732	6303
gene-b3733	3308
gene-b3734	3561
gene-b3735	1098
gene-b3736	1109
gene-b3737	1920
gene-b3738	1403
gene-b3739	308
gene-b3740	247
gene-b3741	555
gene-b3742	339
gene-b3743	33
gene-b3744	284
gene-b3745	250
gene-b3746	404
gene-b3747	973
gene-b3748	7987
gene-b3749	4812
gene-b3750	2156
gene-b3751	3452
gene-b3752	342
gene-b3753	146
gene-b3754	141
gene-b3755	384
gene-b3756	713258
gene-b3757	165
gene-b3758	657122
gene-b3759	307
gene-b3760	400
gene-b3761	550
gene-b4480	87
gene-b3764	457
gene-b3765	222
gene-b3766	30
gene-b4669	15
gene-b3769	39
gene-b3770	152
gene-b3771	558
gene-b3772	491
gene-b3773	848
gene-b3774	124
gene-b3775	92
gene-b3778	321
gene-b3779	564
gene-b3780	3900
gene-b3781	8060
gene-b3782	1193
gene-b3783	10447
gene-b3784	539
gene-b3785	426
gene-b3786	201
gene-b3787	210
gene-b3788	269
gene-b3789	189
gene-b3790	127
gene-b3791	655
gene-b3792	511
gene-b4481	809
gene-b3793	301
gene-b3794	181
gene-b3795	1315
gene-b3796	984
gene-b3797	1792
gene-b3798	599
gene-b3799	88
gene-b3800	7
gene-b3801	367
gene-b4456	521
gene-b3802	753
gene-b3803	535
gene-b3804	791
gene-b3805	2259
gene-b3806	13778
gene-b3807	115
gene-b3808	78
gene-b4558	448
gene-b3809	901
gene-b3810	329
gene-b3811	154
gene-b3812	112
gene-b3813	1409
gene-b4482	6
gene-b3816	3135
gene-b3817	50
gene-b3818	3
gene-b3819	199
gene-b3820	592
gene-b3821	91
gene-b3822	101
gene-b3823	185
gene-b3824	287
gene-b3825	566
gene-b3826	212
gene-b3827	134
gene-b3828	19
gene-b3829	242
gene-b3830	1693
gene-b3831	2611
gene-b3832	445
gene-b3833	844
gene-b3834	376
gene-b4707	111
gene-b3835	350
gene-b3836	782
gene-b3838	689
gene-b3839	172
gene-b4483	87
gene-b3842	191
gene-b3843	4657
gene-b3844	1454
gene-b3845	2501
gene-b3846	2557
gene-b3847	871
gene-b3848	274
gene-b3849	1473
gene-b3850	143
gene-b3851	208375
gene-b3852	0
gene-b3853	2
gene-b3854	401482
gene-b3855	735
gene-b3856	88
gene-b3857	120
gene-b3858	264
gene-b3859	409
gene-b3860	1751
gene-b3861	26
gene-b3862	3
gene-b3863	2058
gene-b3864	69
gene-b3865	908
gene-b4457	6168
gene-b3866	906
gene-b3867	1612
gene-b4686	1177
gene-b3868	615
gene-b3869	413
gene-b3870	373
gene-b3871	5875
gene-b3872	114
gene-b3873	115
gene-b3874	28
gene-b3875	25
gene-b3876	714
gene-b3877	45
gene-b3878	165
gene-b3879	6
gene-b3880	217
gene-b3881	148
gene-b3882	47
gene-b3883	788
gene-b3884	408
gene-b3885	365
gene-b3886	2393
gene-b3887	1683
gene-b3888	1208
gene-b3889	22
gene-b3890	75
gene-b3891	611
gene-b3892	1263
gene-b3893	3505
gene-b3894	15165
gene-b3895	1000
gene-b3896	14
gene-b3897	26
gene-b3898	28
gene-b3899	89
gene-b3900	2
gene-b3901	22
gene-b3902	18
gene-b3903	3
gene-b3904	0
gene-b3905	71
gene-b3906	102
gene-b3907	112
gene-b3908	5722
gene-b3909	152
gene-b3910	1541
gene-b3911	1000
gene-b3912	1279
gene-b4484	2943
gene-b4716	1193
gene-b3915	1072
gene-b3916	8131
gene-b3917	4
gene-b3918	39
gene-b3919	2083
gene-b3920	54
gene-b3921	383
gene-b3922	1880
gene-b3923	3988
gene-b3924	768
gene-b3925	2136
gene-b3926	26576
gene-b3927	20908
gene-b3928	1256
gene-b3929	4986
gene-b3930	133
gene-b3931	14042
gene-b3932	6775
gene-b3933	477
gene-b3934	233
gene-b3935	176
gene-b3936	3826
gene-b3937	76
gene-b3938	482
gene-b3939	174
gene-b3940	898
gene-b3941	362
gene-b3942	6503
gene-b3943	75
gene-b3944	15
gene-b3945	606
gene-b3946	93
gene-b3947	130
gene-b3949	43
gene-b3950	11
gene-b3951	131
gene-b3952	5
gene-b3953	27
gene-b3954	47
gene-b3955	352
gene-b3956	2556
gene-b3957	629
gene-b3958	46
gene-b3959	113
gene-b3960	1558
gene-b4458	0
gene-b3961	500
gene-b3962	6310
gene-b3963	1821
gene-b3964	3209
gene-b3965	5764
gene-b3966	615
gene-b3967	931
gene-b3968	1354
gene-b3969	100
gene-b3970	709
gene-b3971	23
gene-b3972	528
gene-b3973	444
gene-b3974	202
gene-b3976	26
gene-b3977	62
gene-b3978	108
gene-b3979	78
gene-b3980	1699
gene-b3981	6749
gene-b3982	5439
gene-b3983	4569
gene-b3984	11781
gene-b3985	11697
gene-b3986	30061
gene-b3987	56210
gene-b3988	63744
gene-b3989	51
gene-b4691	82
gene-b3990	3152
gene-b3991	1201
gene-b4407	935
gene-b3992	2603
gene-b3993	1225
gene-b3994	6683
gene-b3995	2832
gene-b3996	641
gene-b3997	389
gene-b3998	256
gene-b3999	479
gene-b4000	797
gene-b4001	215
gene-b4002	477
gene-b4003	167
gene-b4004	378
gene-b4005	231
gene-b4006	52
gene-b4007	1132
gene-b4008	50
gene-b4009	692
gene-b4010	0
gene-b4011	120
gene-b4012	335
gene-b4013	29
gene-b4014	31175
gene-b4015	22637
gene-b4016	31953
gene-b4017	22
gene-b4018	298
gene-b4019	1225
gene-b4020	814
gene-b4021	304
gene-b4022	620
gene-b4023	499
gene-b4024	481
gene-b4025	5820
gene-b4026	67
gene-b4027	0
gene-b4028	2
gene-b4029	113
gene-b4620	68
gene-b4030	64
gene-b4031	391
gene-b4032	92
gene-b4033	3
gene-b4034	45
gene-b4035	6
gene-b4036	54
gene-b4037	296
gene-b4039	831
gene-b4040	2272
gene-b4041	8241
gene-b4042	335
gene-b4043	11301
gene-b4044	2977
gene-b4045	902
gene-b4046	454
gene-b4047	6
gene-b4048	10
gene-b4049	256
gene-b4050	310
gene-b4051	2317
gene-b4052	427
gene-b4053	143
gene-b4054	156
gene-b4621	2
gene-b4055	76
gene-b4056	1443
gene-b4057	1586
gene-b4058	10955
gene-b4059	2612
gene-b4060	51
gene-b4061	1731
gene-b4062	2927
gene-b4063	1330
gene-b4459	768
gene-b4064	55
gene-b4065	800
gene-b4066	16
gene-b4067	1253
gene-b4068	270
gene-b4069	8074
gene-b4070	60
gene-b4071	0
gene-b4072	27
gene-b4073	58
gene-b4074	13
gene-b4075	23
gene-b4076	15
gene-b4077	431
gene-b4078	813
gene-b4079	1334
gene-b4080	5
gene-b4081	28
gene-b4082	50
gene-b4622	0
gene-b4083	25
gene-b4084	221
gene-b4085	145
gene-b4086	66
gene-b4087	98
gene-b4088	69
gene-b4089	335
gene-b4090	199
gene-b4487	377
gene-b4092	388
gene-b4093	175
gene-b4094	53
gene-b4095	12
gene-b4096	139
gene-b4097	23
gene-b4098	6
gene-b4099	16
gene-b4100	0
gene-b4101	0
gene-b4102	26
gene-b4105	17
gene-b4106	3
gene-b4107	4335
gene-b4108	1256
gene-b4109	103
gene-b4110	52
gene-b4111	650
gene-b4703	91
gene-b4112	233
gene-b4113	627
gene-b4114	241
gene-b4115	137
gene-b4116	133
gene-b4117	126
gene-b4118	812
gene-b4119	1401
gene-b4120	479
gene-b4121	77
gene-b4122	168
gene-b4123	52
gene-b4124	86
gene-b4125	88
gene-b4126	221
gene-b4127	678
gene-b4128	48
gene-b4559	31
gene-b4129	1242
gene-b4130	135
gene-b4131	305
gene-b4132	121
gene-b4133	303
gene-b4134	82
gene-b4135	1461
gene-b4136	301
gene-b4137	69
gene-b4138	4078
gene-b4139	14049
gene-b4140	34752
gene-b4141	2190
gene-b4142	7123
gene-b4143	49665
gene-b4144	219
gene-b4145	43
gene-b4146	112
gene-b4147	807
gene-b4410	33
gene-b4411	877
gene-b4148	1207
gene-b4149	1616
gene-b4150	46
gene-b4151	1381
gene-b4152	2400
gene-b4153	3630
gene-b4154	8442
gene-b4155	332
gene-b4156	162
gene-b4157	8
gene-b4158	21
gene-b4159	291
gene-b4160	464
gene-b4161	956
gene-b4162	156
gene-b4163	33
gene-b4164	86
gene-b4165	100
gene-b4670	53
gene-b4166	1705
gene-b4167	4082
gene-b4168	356
gene-b4169	594
gene-b4170	539
gene-b4171	15086
gene-b4172	3351
gene-b4173	3476
gene-b4174	6818
gene-b4175	2705
gene-b4176	0
gene-b4177	20941
gene-b4178	860
gene-b4179	8188
gene-b4180	872
gene-b4181	4
gene-b4182	9
gene-b4183	14
gene-b4184	3
gene-b4185	18
gene-b4186	67
gene-b4187	5961
gene-b4188	15084
gene-b4189	2261
gene-b4190	217
gene-b4191	122
gene-b4192	442
gene-b4193	178
gene-b4194	38
gene-b4195	146
gene-b4196	104
gene-b4197	187
gene-b4198	239
gene-b4199	2124
gene-b4200	1223
gene-b4201	598
gene-b4202	418
gene-b4203	1932
gene-b4204	29
gene-b4206	1420
gene-b4207	189
gene-b4208	7363
gene-b4209	244
gene-b4210	230
gene-b4211	143
gene-b4212	917
gene-b4213	407
gene-b4214	28049
gene-b4215	172
gene-b4216	664
gene-b4217	2407
gene-b4218	760
gene-b4219	1082
gene-b4220	96
gene-b4221	567
gene-b4222	178
gene-b4223	128
gene-b4224	3089
gene-b4225	2698
gene-b4226	1061
gene-b4227	8984
gene-b4485	5028
gene-b4230	2653
gene-b4231	2431
gene-b4232	2381
gene-b4233	1017
gene-b4234	10137
gene-b4235	2518
gene-b4237	756
gene-b4238	17601
gene-b4239	142
gene-b4240	340
gene-b4241	387
gene-b4702	475
gene-b4242	583
gene-b4243	296
gene-b4244	40
gene-b4245	5
gene-b4246	32
gene-b4248	134
gene-b4249	29
gene-b4251	76
gene-b4252	516
gene-b4253	22
gene-b4254	121
gene-b4255	3880
gene-b4256	137
gene-b4257	35
gene-b4258	4066
gene-b4259	320
gene-b4260	2803
gene-b4261	3113
gene-b4262	3404
gene-b4263	1499
gene-b4264	145
gene-b4265	117
gene-b4266	147
gene-b4267	62
gene-b4268	268
gene-b4269	1756
gene-b4270	7
gene-b4272	1
gene-b4273	276
gene-b4277	10
gene-b4278	563
gene-b4279	1306
gene-b4280	1938
gene-b4655	13
gene-b4284	10
gene-b4287	28
gene-b4288	82
gene-b4289	31
gene-b4290	147
gene-b4291	328
gene-b4292	663
gene-b4293	867
gene-b4294	313
gene-b4295	2289
gene-b4296	44
gene-b4297	440
gene-b4298	149
gene-b4299	131
gene-b4300	299
gene-b4301	308
gene-b4302	200
gene-b4624	210
gene-b4303	1223
gene-b4304	1483
gene-b4565	548
gene-b4305	1243
gene-b4306	67
gene-b4307	14
gene-b4566	70
gene-b4309	94
gene-b4310	1111
gene-b4311	458
gene-b4312	22
gene-b4313	45
gene-b4314	350
gene-b4315	50
gene-b4316	41
gene-b4317	163
gene-b4318	13
gene-b4319	8
gene-b4320	246
gene-b4321	291
gene-b4322	1441
gene-b4323	2300
gene-b4324	3013
gene-b4325	9
gene-b4720	0
gene-b4721	24
gene-b4722	11
gene-b4326	99
gene-b4327	292
gene-b4328	126
gene-b4329	0
gene-b4330	60
gene-b4331	10
gene-b4332	77
gene-b4333	60
gene-b4715	41
gene-b4334	108
gene-b4335	807
gene-b4336	572
gene-b4337	186
gene-b4340	611
gene-b4341	0
gene-b4342	297
gene-b4345	2
gene-b4346	714
gene-b4347	122
gene-b4625	21
gene-b4348	68
gene-b4349	311
gene-b4350	1262
gene-b4351	303
gene-b4352	192
gene-b4353	68
gene-b4354	468
gene-b4355	434
gene-b4356	368
gene-b4357	278
gene-b4358	24
gene-b4359	1664
gene-b4360	125
gene-b4361	391
gene-b4362	1087
gene-b4363	80
gene-b4364	78
gene-b4365	2
gene-b4366	402
gene-b4367	7465
gene-b4567	5310
gene-b4368	3004
gene-b4369	1169
gene-b4370	347
gene-b4371	302
gene-b4372	95
gene-b4373	387
gene-b4374	849
gene-b4375	251
gene-b4376	43094
gene-b4568	1808
gene-b4377	399
gene-b4378	625
gene-b4379	142
gene-b4380	1447
gene-b4381	8477
gene-b4382	5780
gene-b4383	26885
gene-b4384	11177
gene-b4385	406
gene-b4386	173
gene-b4387	199
gene-b4388	405
gene-b4389	349
gene-b4390	1969
gene-b4391	2239
gene-b4392	1249
gene-b4393	271
gene-b4394	197
gene-b4395	2185
gene-b4396	8659
gene-b4397	186
gene-b4398	104
gene-b4399	117
gene-b4400	232
gene-b4401	83735
gene-b4402	3340
gene-b4403	123
